chamber,rollnumber,date,session,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,bill_number,vote_result,vote_desc,vote_question,issue_codes,peltzman_codes,clausen_codes,crs_policy_area,crs_subjects,congress_url
House,496,2013-09-29,1,248,174,-0.191,-0.097,-0.746,-0.014,hjres59,Passed,"Making continuing appropriations for fiscal year 2014, and for other purposes",On concurring in the Senate amendment with amendment # 1,,['Budget General Interest'],['Government Management'],Economics and Public Finance,"['Administrative law and regulatory procedures', 'Africa', 'Agricultural conservation and pollution', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Budget deficits and national debt', 'Budget process', 'Caribbean area', 'Child health', 'Comprehensive health care', 'Conflicts and wars', 'Congressional officers and employees', 'Congressional oversight', 'Correctional facilities and imprisonment', 'Criminal investigation, prosecution, interrogation', 'Customs enforcement', 'Debt collection', 'Defense spending', 'Department of Commerce', 'Department of Defense', 'Department of Health and Human Services', 'Department of Homeland Security', 'Department of Housing and Urban Development', 'Department of Justice', 'Department of State', 'Department of Veterans Affairs', 'Diplomacy, foreign officials, Americans abroad', 'Disaster relief and insurance', 'District of Columbia', 'Economic development', 'Education programs funding', 'Emergency medical services and trauma care', 'Employee benefits and pensions', 'Energy assistance for the poor and aged', 'Energy research', 'Energy revenues and royalties', 'Executive agency funding and structure', 'Federal appellate courts', 'Federal district courts', 'Federal officials', 'Fires', 'Food assistance and relief', 'Foreign aid and international relief', 'Foreign labor', 'Forests, forestry, trees', 'Fraud offenses and financial crimes', 'Freedom of information', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government lending and loan guarantees', 'Government studies and investigations', 'Government trust funds', 'Gulf of Mexico', 'Health care costs and insurance', 'Health care coverage and access', 'Health care quality', 'Health facilities and institutions', 'Health information and medical records', 'Health personnel', 'Health programs administration and funding', 'Health promotion and preventive care', 'Health technology, devices, supplies', 'Higher education', 'Hospital care', 'House Committee on the Budget', 'Housing and community development funding', 'Immigration status and procedures', 'Immunology and vaccination', 'Income tax credits', 'Industrial facilities', 'Infectious and parasitic diseases', 'Inflation and prices', 'Interest, dividends, interest rates', 'Iraq', 'Judicial procedure and administration', 'Latin America', 'Law enforcement administration and funding', 'Legislative rules and procedure', 'Licensing and registrations', 'Long-term, rehabilitative, and terminal care', 'Marine and coastal resources, fisheries', 'Medicaid', 'Medical research', 'Medicare', 'Members of Congress', 'Mexico', 'Middle East', 'Military assistance, sales, and agreements', 'Military facilities and property', 'Military operations and strategy', 'Military personnel and dependents', 'Military procurement, research, weapons development', 'Mining', 'Monuments and memorials', 'New Jersey', 'Oil and gas', 'Pension Benefit Guaranty Corporation', 'Poverty and welfare assistance', 'Presidents and presidential powers, Vice Presidents', 'Public contracts and procurement', 'Puerto Rico', 'Refugees, asylum, displaced persons', 'Research administration and funding', 'Research and development', 'Rural conditions and development', 'Sales and excise taxes', 'Senate', 'Senate Committee on the Budget', 'Social security and elderly assistance', 'Spacecraft and satellites', 'State and local finance', 'Strategic materials and reserves', 'Student aid and college costs', 'Terrorism', 'Transportation costs', 'Transportation programs funding', 'Transportation safety and security', 'Uganda', 'Unemployment', 'User charges and fees', ""Veterans' pensions and compensation"", 'Worker safety and health']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/59
House,497,2013-09-29,1,231,192,-0.025,0.29,-0.646,-0.9490000000000001,hjres59,Passed,"Making continuing appropriations for fiscal year 2014, and for other purposes",On concurring in the Senate amendment with amendment # 2,['Public Health'],"['Budget General Interest', 'Regulation General Interest']",['Government Management'],Economics and Public Finance,"['Administrative law and regulatory procedures', 'Africa', 'Agricultural conservation and pollution', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Budget deficits and national debt', 'Budget process', 'Caribbean area', 'Child health', 'Comprehensive health care', 'Conflicts and wars', 'Congressional officers and employees', 'Congressional oversight', 'Correctional facilities and imprisonment', 'Criminal investigation, prosecution, interrogation', 'Customs enforcement', 'Debt collection', 'Defense spending', 'Department of Commerce', 'Department of Defense', 'Department of Health and Human Services', 'Department of Homeland Security', 'Department of Housing and Urban Development', 'Department of Justice', 'Department of State', 'Department of Veterans Affairs', 'Diplomacy, foreign officials, Americans abroad', 'Disaster relief and insurance', 'District of Columbia', 'Economic development', 'Education programs funding', 'Emergency medical services and trauma care', 'Employee benefits and pensions', 'Energy assistance for the poor and aged', 'Energy research', 'Energy revenues and royalties', 'Executive agency funding and structure', 'Federal appellate courts', 'Federal district courts', 'Federal officials', 'Fires', 'Food assistance and relief', 'Foreign aid and international relief', 'Foreign labor', 'Forests, forestry, trees', 'Fraud offenses and financial crimes', 'Freedom of information', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government lending and loan guarantees', 'Government studies and investigations', 'Government trust funds', 'Gulf of Mexico', 'Health care costs and insurance', 'Health care coverage and access', 'Health care quality', 'Health facilities and institutions', 'Health information and medical records', 'Health personnel', 'Health programs administration and funding', 'Health promotion and preventive care', 'Health technology, devices, supplies', 'Higher education', 'Hospital care', 'House Committee on the Budget', 'Housing and community development funding', 'Immigration status and procedures', 'Immunology and vaccination', 'Income tax credits', 'Industrial facilities', 'Infectious and parasitic diseases', 'Inflation and prices', 'Interest, dividends, interest rates', 'Iraq', 'Judicial procedure and administration', 'Latin America', 'Law enforcement administration and funding', 'Legislative rules and procedure', 'Licensing and registrations', 'Long-term, rehabilitative, and terminal care', 'Marine and coastal resources, fisheries', 'Medicaid', 'Medical research', 'Medicare', 'Members of Congress', 'Mexico', 'Middle East', 'Military assistance, sales, and agreements', 'Military facilities and property', 'Military operations and strategy', 'Military personnel and dependents', 'Military procurement, research, weapons development', 'Mining', 'Monuments and memorials', 'New Jersey', 'Oil and gas', 'Pension Benefit Guaranty Corporation', 'Poverty and welfare assistance', 'Presidents and presidential powers, Vice Presidents', 'Public contracts and procurement', 'Puerto Rico', 'Refugees, asylum, displaced persons', 'Research administration and funding', 'Research and development', 'Rural conditions and development', 'Sales and excise taxes', 'Senate', 'Senate Committee on the Budget', 'Social security and elderly assistance', 'Spacecraft and satellites', 'State and local finance', 'Strategic materials and reserves', 'Student aid and college costs', 'Terrorism', 'Transportation costs', 'Transportation programs funding', 'Transportation safety and security', 'Uganda', 'Unemployment', 'User charges and fees', ""Veterans' pensions and compensation"", 'Worker safety and health']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/59
House,498,2013-09-29,1,423,0,0.0,0.0,0.0,0.0,hr3210,Passed,Making continuing appropriations for military pay in the event of a Government shutdown.,On Passage,,['Defense Policy Budget'],['Foreign and Defense Policy'],Armed Forces and National Security,"['Appropriations', 'Coast guard', 'Defense spending', 'Department of Defense', 'Department of Homeland Security', 'Executive agency funding and structure', 'Government employee pay, benefits, personnel management', 'Military personnel and dependents', 'Military procurement, research, weapons development', 'National Guard and reserves', 'Public contracts and procurement']",https://www.congress.gov/bill/113th-congress/house-bill/3210
House,499,2013-09-29,1,384,37,0.4,-0.905,0.133,-0.392,hr2848,Passed,"Department of State Operations and Embassy Security Authorization Act, Fiscal Year 2014","On Motion to Suspend the Rules and Pass, as Amended",,['Foreign Policy Budget'],['Foreign and Defense Policy'],International Affairs,"['Advisory bodies', 'Canada', 'Competition and antitrust', 'Congressional oversight', 'Crimes against property', 'Cultural exchanges and relations', 'Department of State', 'Diplomacy, foreign officials, Americans abroad', 'Executive agency funding and structure', 'Federal officials', 'Foreign language and bilingual programs', 'Fraud offenses and financial crimes', 'General foreign operations matters', 'Government buildings, facilities, and property', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government studies and investigations', 'Human rights', 'Intelligence activities, surveillance, classified information', 'International exchange and broadcasting', 'International organizations and cooperation', 'Law enforcement officers', 'Marine and coastal resources, fisheries', 'Marine and inland water transportation', 'Mexico', 'Military personnel and dependents', 'Performance measurement', 'Political movements and philosophies', 'Protection of officials', 'Public contracts and procurement', 'Reconstruction and stabilization', 'Sex offenses', 'Terrorism', 'Transportation safety and security', 'Travel and tourism', 'United Nations', 'User charges and fees', 'Visas and passports', 'Water quality', 'Water use and supply']",https://www.congress.gov/bill/113th-congress/house-bill/2848
House,500,2013-09-30,1,229,198,0.05,0.188,-0.6900000000000001,0.227,hres367,Passed,"Providing for consideration of the Senate amendment to the joint resolution (H.J.Res. 59) making continuing appropriations for fiscal year 2014, and for other purposes, and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Ordering the Previous Question,,['Budget General Interest'],['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/367
House,501,2013-09-30,1,225,204,-0.059000000000000004,0.998,-0.302,-0.23900000000000002,hres367,Passed,"Providing for consideration of the Senate amendment to the joint resolution (H.J.Res. 59) making continuing appropriations for fiscal year 2014, and for other purposes, and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,,['Budget General Interest'],['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/367
House,502,2013-09-30,1,387,35,0.784,0.211,1.554,-0.444,s1348,Passed,Congressional Award Program Reauthorization Act of 2013,On Motion to Suspend the Rules and Pass,,['Government Organization'],['Government Management'],Congress,"['Congressional tributes', 'Higher education', 'Social work, volunteer service, charitable organizations', 'Student aid and college costs']",https://www.congress.gov/bill/113th-congress/senate-bill/1348
House,503,2013-09-30,1,228,201,-0.16,0.987,-0.227,-0.223,hjres59,Passed,"Making continuing appropriations for fiscal year 2014, and for other purposes","On Receding from the House Amdts, and Concurring in the Senate Amdt with Amdt",['Public Health'],['Budget General Interest'],['Government Management'],Economics and Public Finance,"['Administrative law and regulatory procedures', 'Africa', 'Agricultural conservation and pollution', 'Appropriations', 'Aviation and airports', 'Border security and unlawful immigration', 'Budget deficits and national debt', 'Budget process', 'Caribbean area', 'Child health', 'Comprehensive health care', 'Conflicts and wars', 'Congressional officers and employees', 'Congressional oversight', 'Correctional facilities and imprisonment', 'Criminal investigation, prosecution, interrogation', 'Customs enforcement', 'Debt collection', 'Defense spending', 'Department of Commerce', 'Department of Defense', 'Department of Health and Human Services', 'Department of Homeland Security', 'Department of Housing and Urban Development', 'Department of Justice', 'Department of State', 'Department of Veterans Affairs', 'Diplomacy, foreign officials, Americans abroad', 'Disaster relief and insurance', 'District of Columbia', 'Economic development', 'Education programs funding', 'Emergency medical services and trauma care', 'Employee benefits and pensions', 'Energy assistance for the poor and aged', 'Energy research', 'Energy revenues and royalties', 'Executive agency funding and structure', 'Federal appellate courts', 'Federal district courts', 'Federal officials', 'Fires', 'Food assistance and relief', 'Foreign aid and international relief', 'Foreign labor', 'Forests, forestry, trees', 'Fraud offenses and financial crimes', 'Freedom of information', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government lending and loan guarantees', 'Government studies and investigations', 'Government trust funds', 'Gulf of Mexico', 'Health care costs and insurance', 'Health care coverage and access', 'Health care quality', 'Health facilities and institutions', 'Health information and medical records', 'Health personnel', 'Health programs administration and funding', 'Health promotion and preventive care', 'Health technology, devices, supplies', 'Higher education', 'Hospital care', 'House Committee on the Budget', 'Housing and community development funding', 'Immigration status and procedures', 'Immunology and vaccination', 'Income tax credits', 'Industrial facilities', 'Infectious and parasitic diseases', 'Inflation and prices', 'Interest, dividends, interest rates', 'Iraq', 'Judicial procedure and administration', 'Latin America', 'Law enforcement administration and funding', 'Legislative rules and procedure', 'Licensing and registrations', 'Long-term, rehabilitative, and terminal care', 'Marine and coastal resources, fisheries', 'Medicaid', 'Medical research', 'Medicare', 'Members of Congress', 'Mexico', 'Middle East', 'Military assistance, sales, and agreements', 'Military facilities and property', 'Military operations and strategy', 'Military personnel and dependents', 'Military procurement, research, weapons development', 'Mining', 'Monuments and memorials', 'New Jersey', 'Oil and gas', 'Pension Benefit Guaranty Corporation', 'Poverty and welfare assistance', 'Presidents and presidential powers, Vice Presidents', 'Public contracts and procurement', 'Puerto Rico', 'Refugees, asylum, displaced persons', 'Research administration and funding', 'Research and development', 'Rural conditions and development', 'Sales and excise taxes', 'Senate', 'Senate Committee on the Budget', 'Social security and elderly assistance', 'Spacecraft and satellites', 'State and local finance', 'Strategic materials and reserves', 'Student aid and college costs', 'Terrorism', 'Transportation costs', 'Transportation programs funding', 'Transportation safety and security', 'Uganda', 'Unemployment', 'User charges and fees', ""Veterans' pensions and compensation"", 'Worker safety and health']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/59
House,504,2013-10-01,1,228,199,-0.265,0.964,-0.359,-0.582,hres368,Passed,"Relating to consideration of the joint resolution (H.J. Res. 59) making continuing appropriations for fiscal year 2014, and for other purposes",On Agreeing to the Resolution,['Public Health'],['Budget General Interest'],['Government Management'],Congress,"['Appropriations', 'House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/368
House,505,2013-10-01,1,264,164,-0.269,-0.28200000000000003,-0.538,0.244,hjres72,Failed,"Making continuing appropriations for veterans benefits for fiscal year 2014, and for other purposes",On Motion to Suspend the Rules and Pass,['Military Pensions/Veterans Benefits'],"['Defense Policy Budget', 'Budget General Interest']",['Government Management'],Armed Forces and National Security,"['Appropriations', 'Cemeteries and funerals', 'Department of Veterans Affairs', 'Executive agency funding and structure', ""Veterans' loans, housing, homeless programs"", ""Veterans' medical care"", ""Veterans' pensions and compensation""]",https://www.congress.gov/bill/113th-congress/house-joint-resolution/72
House,506,2013-10-01,1,265,163,-0.095,0.749,-0.222,0.139,hjres71,Failed,Making continuing appropriations of local funds of the District of Columbia for fiscal year 2014,On Motion to Suspend the Rules and Pass,,"['D. C.', 'Budget General Interest']",['Government Management'],Economics and Public Finance,"['Appropriations', 'District of Columbia', 'State and local finance']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/71
House,507,2013-10-01,1,252,176,-0.196,-0.258,-0.29,0.214,hjres70,Failed,"Making continuing appropriations for National Park Service operations, the Smithsonian Institution, the National Gallery of Art, and the United States Holocaust Memorial Museum for fiscal year 2014, and for other purposes",On Motion to Suspend the Rules and Pass,['Parks and Conservation'],"['D. C.', 'Budget Special Interest']",['Government Management'],Economics and Public Finance,"['Appropriations', 'Art, artists, authorship', 'Department of the Interior', 'Executive agency funding and structure', 'Humanities programs funding', 'Museums, exhibitions, cultural centers', 'Parks, recreation areas, trails', 'Smithsonian Institution', 'War crimes, genocide, crimes against humanity']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/70
House,508,2013-10-02,1,227,197,0.043000000000000003,0.108,-0.724,0.209,hres370,Passed,"Providing for consideration of H.J. Res. 70, H.J. Res. 71, H.J. Res. 72, H.J. Res. 73, and H.R. 3230",On Ordering the Previous Question,,['Budget Special Interest'],['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/370
House,509,2013-10-02,1,228,198,0.08,-0.20700000000000002,-0.993,0.114,hres370,Passed,"Providing for consideration of H.J. Res. 70, H.J. Res. 71, H.J. Res. 72, H.J. Res. 73, and H.R. 3230",On Agreeing to the Resolution,,['Budget Special Interest'],['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/370
House,510,2013-10-02,1,246,173,-0.004,0.998,-0.04,0.052000000000000005,,Passed,,On Approving the Journal,,['Internal Organization'],['Miscellaneous Policy'],,,
House,511,2013-10-02,1,230,194,0.037,-0.02,-0.7030000000000001,0.254,hjres70,Passed,"Making continuing appropriations for National Park Service operations, the Smithsonian Institution, the National Gallery of Art, and the United States Holocaust Memorial Museum for fiscal year 2014, and for other purposes",On Motion to Table the Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Economics and Public Finance,"['Appropriations', 'Art, artists, authorship', 'Department of the Interior', 'Executive agency funding and structure', 'Humanities programs funding', 'Museums, exhibitions, cultural centers', 'Parks, recreation areas, trails', 'Smithsonian Institution', 'War crimes, genocide, crimes against humanity']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/70
House,512,2013-10-02,1,252,173,-0.199,-0.24,-0.28800000000000003,0.219,hjres70,Passed,"Making continuing appropriations for National Park Service operations, the Smithsonian Institution, the National Gallery of Art, and the United States Holocaust Memorial Museum for fiscal year 2014, and for other purposes",On Passage,,['Budget Special Interest'],['Government Management'],Economics and Public Finance,"['Appropriations', 'Art, artists, authorship', 'Department of the Interior', 'Executive agency funding and structure', 'Humanities programs funding', 'Museums, exhibitions, cultural centers', 'Parks, recreation areas, trails', 'Smithsonian Institution', 'War crimes, genocide, crimes against humanity']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/70
House,513,2013-10-02,1,254,171,-0.178,-0.17300000000000001,-0.253,0.07,hjres73,Passed,"Making continuing appropriations for the National Institutes of Health for fiscal year 2014, and for other purposes",On Passage,"['Public Health', 'Science and Technology']",['Budget Special Interest'],['Government Management'],Health,"['Appropriations', 'Department of Health and Human Services', 'Executive agency funding and structure', 'Medical research', 'National Institutes of Health (NIH)', 'Research administration and funding']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/73
House,514,2013-10-03,1,228,194,0.049,0.095,-0.706,0.34600000000000003,hr3230,Passed,Pay Our Guard and Reserve Act,Table Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Armed Forces and National Security,"['Administrative law and regulatory procedures', 'Administrative remedies', 'Advisory bodies', 'Alaska Natives and Hawaiians', 'Appropriations', 'Budget process', 'Building construction', 'Computers and information technology', 'Congressional oversight', 'Consumer affairs', 'Crimes against women', 'Defense spending', 'Department of Defense', 'Department of Veterans Affairs', 'Executive agency funding and structure', 'Federal officials', 'Fraud offenses and financial crimes', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Health care coverage and access', 'Health care quality', 'Health facilities and institutions', 'Health information and medical records', 'Health personnel', 'Higher education', 'Indian social and development programs', 'Medical education', 'Mental health', 'Merit Systems Protection Board', 'Military education and training', 'Military medicine', 'Military personnel and dependents', 'Minority health', 'National Guard and reserves', 'Performance measurement', 'Public contracts and procurement', 'Sex offenses', 'Student aid and college costs', 'Surgery and anesthesia', ""Veterans' education, employment, rehabilitation"", ""Veterans' medical care""]",https://www.congress.gov/bill/113th-congress/house-bill/3230
House,515,2013-10-03,1,265,160,-0.259,-0.6960000000000001,-1.093,0.168,hr3230,Passed,Pay Our Guard and Reserve Act,On Passage,,['Defense Policy Budget'],['Foreign and Defense Policy'],Armed Forces and National Security,"['Administrative law and regulatory procedures', 'Administrative remedies', 'Advisory bodies', 'Alaska Natives and Hawaiians', 'Appropriations', 'Budget process', 'Building construction', 'Computers and information technology', 'Congressional oversight', 'Consumer affairs', 'Crimes against women', 'Defense spending', 'Department of Defense', 'Department of Veterans Affairs', 'Executive agency funding and structure', 'Federal officials', 'Fraud offenses and financial crimes', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Health care coverage and access', 'Health care quality', 'Health facilities and institutions', 'Health information and medical records', 'Health personnel', 'Higher education', 'Indian social and development programs', 'Medical education', 'Mental health', 'Merit Systems Protection Board', 'Military education and training', 'Military medicine', 'Military personnel and dependents', 'Minority health', 'National Guard and reserves', 'Performance measurement', 'Public contracts and procurement', 'Sex offenses', 'Student aid and college costs', 'Surgery and anesthesia', ""Veterans' education, employment, rehabilitation"", ""Veterans' medical care""]",https://www.congress.gov/bill/113th-congress/house-bill/3230
House,516,2013-10-03,1,225,193,0.047,0.065,-0.757,0.395,hjres72,Passed,"Making continuing appropriations for veterans benefits for fiscal year 2014, and for other purposes",Table Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Armed Forces and National Security,"['Appropriations', 'Cemeteries and funerals', 'Department of Veterans Affairs', 'Executive agency funding and structure', ""Veterans' loans, housing, homeless programs"", ""Veterans' medical care"", ""Veterans' pensions and compensation""]",https://www.congress.gov/bill/113th-congress/house-joint-resolution/72
House,517,2013-10-03,1,259,157,-0.28200000000000003,-0.497,-0.619,0.20700000000000002,hjres72,Passed,"Making continuing appropriations for veterans benefits for fiscal year 2014, and for other purposes",On Passage,['Military Pensions/Veterans Benefits'],['Defense Policy Budget'],['Foreign and Defense Policy'],Armed Forces and National Security,"['Appropriations', 'Cemeteries and funerals', 'Department of Veterans Affairs', 'Executive agency funding and structure', ""Veterans' loans, housing, homeless programs"", ""Veterans' medical care"", ""Veterans' pensions and compensation""]",https://www.congress.gov/bill/113th-congress/house-joint-resolution/72
House,518,2013-10-04,1,223,184,0.041,0.017,-0.759,0.331,hres371,Passed,"Providing for consideration of the joint resolution (H.J. Res. 75) making continuing appropriations for the Special Supplemental Nutrition Program for Women, Infants, and Children for fiscal year 2014, and for other purposes; providing for consideration of motions to suspend the rules; and for other purposes",On Ordering the Previous Question,,"['Budget Special Interest', 'Defense Policy Budget']",['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/371
House,519,2013-10-04,1,222,183,0.089,-0.524,-0.918,0.001,hres371,Passed,"Providing for consideration of the joint resolution (H.J. Res. 75) making continuing appropriations for the Special Supplemental Nutrition Program for Women, Infants, and Children for fiscal year 2014, and for other purposes; providing for consideration of motions to suspend the rules; and for other purposes",On Agreeing to the Resolution,,"['Budget Special Interest', 'Defense Policy Budget']",['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/371
House,520,2013-10-04,1,224,185,0.044,0.052000000000000005,-0.743,0.388,hjres85,Passed,"Making continuing appropriations for the Federal Emergency Management Agency for fiscal year 2014, and for other purposes",On Motion to Table the Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Emergency Management,"['Appropriations', 'Department of Homeland Security', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/85
House,521,2013-10-04,1,247,164,-0.241,-0.281,-0.741,0.421,hjres85,Passed,"Making continuing appropriations for the Federal Emergency Management Agency for fiscal year 2014, and for other purposes",On Passage,['Public Safety'],['Budget Special Interest'],['Government Management'],Emergency Management,"['Appropriations', 'Department of Homeland Security', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/85
House,522,2013-10-04,1,223,185,0.043000000000000003,0.037,-0.747,0.37,hjres75,Passed,"Making continuing appropriations for the Special Supplemental Nutrition Program for Women, Infants, and Children for fiscal year 2014, and for other purposes",Table Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Agriculture and Food,"['Appropriations', 'Child health', 'Department of Agriculture', 'Executive agency funding and structure', 'Food assistance and relief', ""Women's health""]",https://www.congress.gov/bill/113th-congress/house-joint-resolution/75
House,523,2013-10-04,1,244,164,-0.233,-0.245,-0.72,0.354,hjres75,Passed,"Making continuing appropriations for the Special Supplemental Nutrition Program for Women, Infants, and Children for fiscal year 2014, and for other purposes",On Passage,"['Children (aid, infant mortality, etc.)', 'Welfare']","['Domestic Social Policy', 'Budget Special Interest']",['Social Welfare'],Agriculture and Food,"['Appropriations', 'Child health', 'Department of Agriculture', 'Executive agency funding and structure', 'Food assistance and relief', ""Women's health""]",https://www.congress.gov/bill/113th-congress/house-joint-resolution/75
House,524,2013-10-05,1,407,0,0.0,0.0,0.0,0.0,hr3223,Passed,To provide for the compensation of furloughed Federal employees,On Passage,,['Budget Special Interest'],['Government Management'],Government Operations and Politics,"['Appropriations', 'Executive agency funding and structure', 'Government employee pay, benefits, personnel management']",https://www.congress.gov/bill/113th-congress/house-bill/3223
House,525,2013-10-05,1,400,1,0.0,0.0,0.0,0.0,hconres58,Passed,Expressing the sense of Congress regarding the need for the continued availability of religious services to members of the Armed Forces and their families during a lapse in appropriations,On Motion to Suspend the Rules and Agree,['Religion'],['Defense Policy Resolutions'],['Foreign and Defense Policy'],Armed Forces and National Security,"['Appropriations', 'Defense spending', 'Department of Defense', 'Executive agency funding and structure', 'First Amendment rights', 'Military personnel and dependents', 'Religion']",https://www.congress.gov/bill/113th-congress/house-concurrent-resolution/58
House,526,2013-10-07,1,217,182,0.032,-0.131,-0.735,0.247,hjres77,Passed,"Making continuing appropriations for the Food and Drug Administration for fiscal year 2014, and for other purposes",Table Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Health,"['Appropriations', 'Department of Health and Human Services', 'Drug safety, medical device, and laboratory regulation', 'Executive agency funding and structure', 'Food and Drug Administration (FDA)', 'Food supply, safety, and labeling']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/77
House,527,2013-10-07,1,235,162,-0.17300000000000001,-0.325,-0.268,0.08600000000000001,hjres77,Passed,"Making continuing appropriations for the Food and Drug Administration for fiscal year 2014, and for other purposes",On Passage,['Public Health'],"['Budget Special Interest', 'Domestic Social Policy']",['Social Welfare'],Health,"['Appropriations', 'Department of Health and Human Services', 'Drug safety, medical device, and laboratory regulation', 'Executive agency funding and structure', 'Food and Drug Administration (FDA)', 'Food supply, safety, and labeling']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/77
House,528,2013-10-08,1,226,191,0.039,-0.015,-0.748,0.219,hjres84,Passed,"Making continuing appropriations for Head Start for fiscal year 2014, and for other puposes",Table Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Education,"['Appropriations', 'Child health', 'Department of Health and Human Services', 'Education of the disadvantaged', 'Education programs funding', 'Executive agency funding and structure', 'Family services', 'Preschool education']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/84
House,529,2013-10-08,1,248,168,-0.152,0.024,-0.23800000000000002,-0.217,hjres84,Passed,"Making continuing appropriations for Head Start for fiscal year 2014, and for other puposes",On Passage,"['Children (aid, infant mortality, etc.)']","['Domestic Social Policy', 'Budget Special Interest']",['Social Welfare'],Education,"['Appropriations', 'Child health', 'Department of Health and Human Services', 'Education of the disadvantaged', 'Education programs funding', 'Executive agency funding and structure', 'Family services', 'Preschool education']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/84
House,530,2013-10-08,1,226,186,0.032,-0.125,-0.742,0.228,hres373,Passed,"Providing for consideration of H.J. Res. 89, Excepted Employees’ Pay Continuing Appropriations Resolution, 2014; consideration of H.R. 3273, Deficit Reduction and Economic Growth Working Group Act of 2013; and consideration of H.J. Res. 90, Federal Aviation Administration Continuing Appropriations Resolution, 2014",On Ordering the Previous Question,,['Budget Special Interest'],['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/373
House,531,2013-10-08,1,227,186,0.08600000000000001,-0.835,-0.916,-0.452,hres373,Passed,"Providing for consideration of H.J. Res. 89, Excepted Employees’ Pay Continuing Appropriations Resolution, 2014; consideration of H.R. 3273, Deficit Reduction and Economic Growth Working Group Act of 2013; and consideration of H.J. Res. 90, Federal Aviation Administration Continuing Appropriations Resolution, 2014",On Agreeing to the Resolution,,['Budget Special Interest'],['Government Management'],Congress,"['House of Representatives', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-resolution/373
House,532,2013-10-08,1,227,194,0.036000000000000004,-0.039,-0.708,0.27,hr3273,Passed,Deficit Reduction and Economic Growth Working Group Act,Table Appeal of the Ruling of the Chair,,['Budget General Interest'],['Government Management'],Congress,"['Appropriations', 'Budget deficits and national debt', 'Congressional committees', 'Congressional operations and organization', 'Congressional oversight', 'Economic performance and conditions', 'Executive agency funding and structure', 'Legislative rules and procedure']",https://www.congress.gov/bill/113th-congress/house-bill/3273
