candidate_id,candidate_name,committee_id,committee_name,count,cycle,support_oppose_indicator,total
H2FL14194,"RADEL, HENRY J. III",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,175.0
H2FL14053,"FRANKEL, LOIS J.",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H2FL14053,"FRANKEL, LOIS J.",C00484287,WORKERS' VOICE,3,2012,S,96.25
H2FL14053,"FRANKEL, LOIS J.",C00499020,FREEDOMWORKS FOR AMERICA,3,2012,O,80625.72
H2FL14053,"FRANKEL, LOIS J.",C00504761,YG ACTION FUND,3,2012,O,231875.0
H2FL14053,"FRANKEL, LOIS J.",C00526673,FAIR SHARE ACTION,3,2012,S,19469.6
H2FL14053,"FRANKEL, LOIS J.",C90013145,US CHAMBER OF COMMERCE,1,2012,O,100000.0
H8FL25015,"GARCIA, JOE",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),3,2012,S,91412.58
H8FL25015,"GARCIA, JOE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,3,2012,S,610.0
H8FL25015,"GARCIA, JOE",C00484287,WORKERS' VOICE,16,2012,O,2005.4
H8FL25015,"GARCIA, JOE",C00484287,WORKERS' VOICE,18,2012,S,2039.69
H8FL25015,"GARCIA, JOE",C00509463,PROTECTING OUR VOTE PAC,1,2012,S,1487.79
H8FL25015,"GARCIA, JOE",C00521013,FLORIDA FREEDOM PAC,188,2012,S,168127.08
H8FL25015,"GARCIA, JOE",C00523621,SERVICE EMPLOYEES INTERNATIONAL UNION PEA-FEDERAL,2,2012,S,14760.0
H2FL03056,"BROWN, CORRINE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H2FL08055,"MICA, JOHN L. MR.",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.34
H2FL08055,"MICA, JOHN L. MR.",C00427617,BLUE AMERICA PAC,1,2012,O,23.78
H2FL23021,"HASTINGS, ALCEE L L",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6GA05217,"LEWIS, JOHN R.",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H2GA13012,"SCOTT, DAVID ALBERT",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H4GA06087,"PRICE, THOMAS EDMUNDS",C00343137,POLITICAL ACTION COMMITTEE OF THE AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS,1,2012,S,20000.0
H4GA12010,"BARROW, JOHN J.",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,29,2012,O,1656404.87
H4GA12010,"BARROW, JOHN J.",C00343459,AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE,2,2012,S,45543.04
H4GA12010,"BARROW, JOHN J.",C00504530,CONGRESSIONAL LEADERSHIP FUND,2,2012,O,191112.0
H4GA12010,"BARROW, JOHN J.",C00504761,YG ACTION FUND,2,2012,O,162600.0
H4GA12010,"BARROW, JOHN J.",C90011230,AMERICAN ACTION NETWORK INC,1,2012,O,16930.0
H4GA12010,"BARROW, JOHN J.",C90011289,AMERICANS FOR TAX REFORM,7,2012,O,1110277.6
H4GA12010,"BARROW, JOHN J.",C90013038,YG NETWORK INC.,4,2012,O,122135.0
H4GA12010,"BARROW, JOHN J.",C90013145,US CHAMBER OF COMMERCE,2,2012,S,102932.0
H4GA12010,"BARROW, JOHN J.",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,1,2012,S,4658.01
H4GA12010,"BARROW, JOHN J.",C90014036,ARDA-ROC,1,2012,S,14304.57
H6GA04129,"JOHNSON, HENRY C 'HANK'",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8GA10049,"BROUN, PAUL COLLINS",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H8GA10049,"BROUN, PAUL COLLINS",C00432260,CLUB FOR GROWTH PAC,2,2012,S,142.2
H8GA10049,"BROUN, PAUL COLLINS",C90011693,"GUN OWNERS OF AMERICA, INC.",1,2012,S,1597.93
H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H0GA09030,"GRAVES, JOHN THOMAS MR. JR.",C00432260,CLUB FOR GROWTH PAC,1,2012,S,72.41
H2GA09150,"COLLINS, DOUGLAS ALLEN",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,14.19
H2GA09150,"COLLINS, DOUGLAS ALLEN",C00523506,GEORGIA FREEDOM PAC INC,3,2012,S,18223.15
H2GA09150,"COLLINS, DOUGLAS ALLEN",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,175.0
H2GA02031,"BISHOP, SANFORD D JR",C00147512,CONGRESSIONAL BLACK CAUCUS PAC,1,2012,S,391.63
H2HI02110,"HANABUSA, COLLEEN WAKAKO",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H2HI02110,"HANABUSA, COLLEEN WAKAKO",C00510974,STATE OF HAWAII ORGANIZATION OF POLICE OFFICERS ( SHOPO POLITICAL ACTION FUND),1,2012,S,1790.58
H2HI02508,"GABBARD, TULSI",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H2HI02508,"GABBARD, TULSI",C00176214,INTERNATIONAL LONGSHORE AND WAREHOUSE UNION -- POLITICAL ACTION FUND,3,2012,S,291.67
H2HI02508,"GABBARD, TULSI",C00325704,KUCINICH ACTION PAC,2,2012,S,82.8
H2HI02508,"GABBARD, TULSI",C00473918,WOMEN VOTE!,2,2012,S,137720.0
H2HI02508,"GABBARD, TULSI",C00483693,SIERRA CLUB INDEPENDENT ACTION,16,2012,S,147734.0
H2HI02508,"GABBARD, TULSI",C00520262,UNIVERSITY OF HAWAII PROFESSIONAL ASSEMBLY,4,2012,S,1477.54
H2HI02508,"GABBARD, TULSI",C90010620,VOTEVETS.ORG ACTION FUND,8,2012,S,296132.17
H0ID01253,"LABRADOR, RAUL",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H8ID02064,"SIMPSON, MICHAEL K",C00488338,AMERICAN DENTAL ASSOCIATION INDEPENDENT EXPENDITURES COMMITTEE,2,2012,S,55033.71
H4IL03077,"LIPINSKI, DANIEL",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H6IL06117,"ROSKAM, PETER",C00193441,ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR',1,2012,S,4650.37
H6IL06117,"ROSKAM, PETER",C90009358,HUMANE SOCIETY LEGISLATIVE FUND,4,2012,S,39.55
H8IL14067,"FOSTER, G. WILLIAM (BILL)",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,15,2012,O,1999555.09
H8IL14067,"FOSTER, G. WILLIAM (BILL)",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8IL14067,"FOSTER, G. WILLIAM (BILL)",C00488494,NEW PROSPERITY FOUNDATION; THE,22,2012,O,278349.51
H8IL14067,"FOSTER, G. WILLIAM (BILL)",C00495028,HOUSE MAJORITY PAC,1,2012,S,11869.8
H8IL14067,"FOSTER, G. WILLIAM (BILL)",C00523589,AMERICAN UNITY PAC INC,5,2012,O,528534.7
H8IL14067,"FOSTER, G. WILLIAM (BILL)",C90014028,J STREET,1,2012,S,566.19
H8IL18043,"SCHOCK, AARON JON MR.",C00193441,ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR',1,2012,S,6377.38
H8IL18043,"SCHOCK, AARON JON MR.",C00515593,LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE,1,2012,S,5200.0
H0IL05096,"QUIGLEY, MIKE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H0IL05096,"QUIGLEY, MIKE",C90004185,NARAL Pro-Choice America,1,2012,S,43.75
H0IL11052,"KINZINGER, ADAM",C00193441,ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR',1,2012,S,5966.78
H0IL11052,"KINZINGER, ADAM",C00504761,YG ACTION FUND,1,2012,S,52000.0
H0IL11052,"KINZINGER, ADAM",C00515593,LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE,4,2012,S,110090.25
H0IL11052,"KINZINGER, ADAM",C90012949,PROGRESS PROJECT,2,2012,S,1384.25
H0IL14080,"HULTGREN, RANDY",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,1,2012,O,1537.04
H0IL14080,"HULTGREN, RANDY",C00193441,ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR',1,2012,S,5805.32
H6IL06141,"DUCKWORTH, L. TAMMY",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,6,2012,O,445301.53
H6IL06141,"DUCKWORTH, L. TAMMY",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,300.0
H6IL06141,"DUCKWORTH, L. TAMMY",C00252940,LEAGUE OF CONSERVATION VOTERS ACTION FUND,4,2012,S,70.52
H6IL06141,"DUCKWORTH, L. TAMMY",C00488494,NEW PROSPERITY FOUNDATION; THE,15,2012,O,276383.6
H6IL06141,"DUCKWORTH, L. TAMMY",C00495028,HOUSE MAJORITY PAC,2,2012,S,7520.47
H6IL06141,"DUCKWORTH, L. TAMMY",C00499020,FREEDOMWORKS FOR AMERICA,6,2012,O,1836277.15
H6IL06141,"DUCKWORTH, L. TAMMY",C00499020,FREEDOMWORKS FOR AMERICA,1,2012,S,30510.77
H6IL06141,"DUCKWORTH, L. TAMMY",C00513432,NOW OR NEVER PAC,11,2012,O,2089969.0
H6IL06141,"DUCKWORTH, L. TAMMY",C00525618,AMERICA SHINING,3,2012,S,2789.34
H6IL06141,"DUCKWORTH, L. TAMMY",C90005786,LEAGUE OF CONSERVATION VOTERS INC,1,2012,O,21.93
H6IL06141,"DUCKWORTH, L. TAMMY",C90005786,LEAGUE OF CONSERVATION VOTERS INC,1,2012,S,9000.0
H6IL06141,"DUCKWORTH, L. TAMMY",C90012600,ILLINOIS IMMIGRANT ACTION,55,2012,S,11702.01
H6IL06141,"DUCKWORTH, L. TAMMY",C90013525,HERITAGE ACTION FOR AMERICA,17,2012,O,86531.16
H6IL06141,"DUCKWORTH, L. TAMMY",C90014028,J STREET,2,2012,S,5566.19
H6IL06141,"DUCKWORTH, L. TAMMY",C90014432,WOMEN'S DEMOCRATIC CLUB OF NEW YORK CITY,1,2012,,1000.0
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00002089,COMMUNICATIONS WORKERS OF AMERICA-COPE POLITICAL CONTRIBUTIONS COMMITTEE,2,2012,O,13999.99
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,13,2012,O,1625559.62
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00135368,SIERRA CLUB POLITICAL COMMITTEE,3,2012,S,320.0
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00252940,LEAGUE OF CONSERVATION VOTERS ACTION FUND,4,2012,S,67.86
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00341396,MOVEON.ORG POLITICAL ACTION,6,2012,O,49438.7
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00395889,ILLINOIS TENTH CONGRESSIONAL DISTRICT DEMOCRATS,11,2012,S,310.32
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00442103,USACTION FUND FOR A TRUE MAJORITY,2,2012,O,20143.0
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00488494,NEW PROSPERITY FOUNDATION; THE,13,2012,O,187179.76
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C00504530,CONGRESSIONAL LEADERSHIP FUND,3,2012,O,829421.92
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C90012600,ILLINOIS IMMIGRANT ACTION,53,2012,S,4748.63
H2IL10068,"SCHNEIDER, BRADLEY SCOTT",C90013145,US CHAMBER OF COMMERCE,1,2012,O,550000.0
H2IL12122,"ENYART, WILLIAM L JR",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,8,2012,S,335657.38
H2IL12122,"ENYART, WILLIAM L JR",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,14,2012,O,1083071.92
H2IL12122,"ENYART, WILLIAM L JR",C00488494,NEW PROSPERITY FOUNDATION; THE,9,2012,O,193156.66
H2IL12122,"ENYART, WILLIAM L JR",C00499020,FREEDOMWORKS FOR AMERICA,2,2012,O,38898.01
H2IL12122,"ENYART, WILLIAM L JR",C00504761,YG ACTION FUND,2,2012,O,557750.0
H2IL12122,"ENYART, WILLIAM L JR",C90011289,AMERICANS FOR TAX REFORM,2,2012,O,472053.36
H2IL12122,"ENYART, WILLIAM L JR",C90011719,CROSSROADS GRASSROOTS POLICY STRATEGIES,3,2012,O,586103.09
H2IL12122,"ENYART, WILLIAM L JR",C90013038,YG NETWORK INC.,5,2012,O,626509.0
H2IL12122,"ENYART, WILLIAM L JR",C90013145,US CHAMBER OF COMMERCE,1,2012,O,428288.5
H2IL13120,"DAVIS, RODNEY L",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,27,2012,O,2745735.39
H2IL13120,"DAVIS, RODNEY L",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),1,2012,O,499.06
H2IL13120,"DAVIS, RODNEY L",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,4,2012,S,4913.2
H2IL13120,"DAVIS, RODNEY L",C00193441,ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR',1,2012,S,5413.2
H2IL13120,"DAVIS, RODNEY L",C00488494,NEW PROSPERITY FOUNDATION; THE,1,2012,S,16000.0
H2IL13120,"DAVIS, RODNEY L",C00495028,HOUSE MAJORITY PAC,2,2012,O,167175.0
H2IL13120,"DAVIS, RODNEY L",C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,3,2012,S,5111.13
H2IL13120,"DAVIS, RODNEY L",C00515593,LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE,2,2012,S,28653.0
H2IL13120,"DAVIS, RODNEY L",C00523621,SERVICE EMPLOYEES INTERNATIONAL UNION PEA-FEDERAL,3,2012,O,64484.39
H2IL13120,"DAVIS, RODNEY L",C90004466,PLANNED PARENTHOOD ILLINOIS ACTION,2,2012,O,9550.32
H2IL13120,"DAVIS, RODNEY L",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,970.45
H2IL13120,"DAVIS, RODNEY L",C90013038,YG NETWORK INC.,1,2012,S,23466.66
H2IL13120,"DAVIS, RODNEY L",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,8,2012,S,22431.26
H2IL17071,"BUSTOS, CHERI",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),3,2012,S,6214.05
H2IL17071,"BUSTOS, CHERI",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,18,2012,O,2149388.28
H2IL17071,"BUSTOS, CHERI",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H2IL17071,"BUSTOS, CHERI",C00473918,WOMEN VOTE!,4,2012,S,26033.36
H2IL17071,"BUSTOS, CHERI",C00488494,NEW PROSPERITY FOUNDATION; THE,16,2012,O,222167.7
H2IL17071,"BUSTOS, CHERI",C00523621,SERVICE EMPLOYEES INTERNATIONAL UNION PEA-FEDERAL,2,2012,S,213714.32
H2IL17071,"BUSTOS, CHERI",C90004466,PLANNED PARENTHOOD ILLINOIS ACTION,6,2012,S,443.91
H2IL17071,"BUSTOS, CHERI",C90011719,CROSSROADS GRASSROOTS POLICY STRATEGIES,5,2012,O,1373094.3
H2IL17071,"BUSTOS, CHERI",C90013145,US CHAMBER OF COMMERCE,1,2012,O,621711.5
H2IL17071,"BUSTOS, CHERI",C90014028,J STREET,1,2012,S,566.19
H2IL01042,"RUSH, BOBBY L",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H2IL08039,"GUTIERREZ, LUIS V",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,160.0
H4IL07037,"DAVIS, DANNY K",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H4IL07037,"DAVIS, DANNY K",C90014028,J STREET,1,2012,S,566.19
H2IL20042,"SHIMKUS, JOHN M",C00193441,ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR',1,2012,S,5251.23
H8IL09067,"SCHAKOWSKY, JANICE D",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H8IL09067,"SCHAKOWSKY, JANICE D",C90004185,NARAL Pro-Choice America,1,2012,S,43.75
H8IL09067,"SCHAKOWSKY, JANICE D",C90014028,J STREET,1,2012,S,566.19
H4IN01012,"VISCLOSKY, PETER J.",C00135368,SIERRA CLUB POLITICAL COMMITTEE,1,2012,S,10.0
H8IN07184,"CARSON, ANDRE",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H0IN03198,"STUTZMAN, MARLIN A",C00006486,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",6,2012,S,236.44
H0IN03198,"STUTZMAN, MARLIN A",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,4,2012,S,2202.58
H0IN03198,"STUTZMAN, MARLIN A",C00235861,ALLEN COUNTY RIGHT TO LIFE INC POLITICAL ACTION COMMITTEE,1,2012,S,75.0
H0IN03198,"STUTZMAN, MARLIN A",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H0IN04170,"ROKITA, THEODORE EDWARD",C00006486,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",6,2012,S,197.44
H0IN04170,"ROKITA, THEODORE EDWARD",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.92
H0IN04170,"ROKITA, THEODORE EDWARD",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H0IN08114,"BUCSHON, LARRY D",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,5,2012,O,499831.05
H0IN08114,"BUCSHON, LARRY D",C00006486,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",6,2012,S,168.89
H0IN08114,"BUCSHON, LARRY D",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,9,2012,S,1571.51
H0IN08114,"BUCSHON, LARRY D",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,5,2012,S,4462.34
H0IN08114,"BUCSHON, LARRY D",C00255752,AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL ACTION COMMITTEE,2,2012,S,125000.0
H0IN08114,"BUCSHON, LARRY D",C00343459,AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE,1,2012,S,15000.0
H0IN08114,"BUCSHON, LARRY D",C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,2,2012,S,3230.5
H0IN08114,"BUCSHON, LARRY D",C90011917,INDIANA CHAMBER OF COMMERCE,1,2012,S,5000.0
H0IN09070,"YOUNG, TODD CHRISTOPHER",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,3,2012,O,34327.43
H0IN09070,"YOUNG, TODD CHRISTOPHER",C00006486,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",6,2012,S,232.57
H0IN09070,"YOUNG, TODD CHRISTOPHER",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,1,2012,S,1.92
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,5,2012,O,42552.51
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00006486,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",6,2012,S,281.5
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,14,2012,S,1486.99
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,4,2012,S,731.6
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00332296,SUSAN B ANTHONY LIST INC. CANDIDATE FUND,4,2012,S,324.71
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00495028,HOUSE MAJORITY PAC,7,2012,O,441170.85
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00499020,FREEDOMWORKS FOR AMERICA,9,2012,S,26397.96
H0IN02190,"WALORSKI (SWIHART), JACKIE",C00528307,PATRIOT VOICES PAC,1,2012,S,250.0
H0IN02190,"WALORSKI (SWIHART), JACKIE",C90011313,SUSAN B ANTHONY LIST INC,2,2012,S,50.92
H0IN02190,"WALORSKI (SWIHART), JACKIE",C90011693,"GUN OWNERS OF AMERICA, INC.",2,2012,S,1428.11
H0IN02190,"WALORSKI (SWIHART), JACKIE",C90013038,YG NETWORK INC.,1,2012,S,28500.0
H2IN05082,"BROOKS, SUSAN MRS.",C00006486,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",6,2012,S,350.48
H2IN05082,"BROOKS, SUSAN MRS.",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,5,2012,S,2256.54
H2IN05082,"BROOKS, SUSAN MRS.",C00488767,CITIZENS FOR A WORKING AMERICA PAC,2,2012,S,60564.48
H2IN05082,"BROOKS, SUSAN MRS.",C00502849,CAMPAIGN FOR PRIMARY ACCOUNTABILITY INC,1,2012,O,11900.0
H0IN02125,"MESSER, ALLEN LUCAS",C00006486,"INDIANA REPUBLICAN STATE COMMITTEE, INC.",6,2012,S,190.63
H0IN02125,"MESSER, ALLEN LUCAS",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,5,2012,S,2341.93
H0IN02125,"MESSER, ALLEN LUCAS",C00488767,CITIZENS FOR A WORKING AMERICA PAC,3,2012,S,32032.11
H0IN02125,"MESSER, ALLEN LUCAS",C90013038,YG NETWORK INC.,1,2012,S,32450.0
H2IA05072,"KING, STEVE MR.",C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE,2,2012,O,12928.5
H2IA05072,"KING, STEVE MR.",C00003251,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,2,2012,O,99908.16
H2IA05072,"KING, STEVE MR.",C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),4,2012,O,261226.55
H2IA05072,"KING, STEVE MR.",C00111278,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE,8,2012,S,15941.46
H2IA05072,"KING, STEVE MR.",C00122101,SAFARI CLUB INTERNATIONAL PAC (SCI-PAC),2,2012,S,17221.97
H2IA05072,"KING, STEVE MR.",C00236489,KOCH INDUSTRIES INC POLITICAL ACTION COMMITTEE (KOCHPAC),1,2012,S,4.93
H2IA05072,"KING, STEVE MR.",C00298141,NATIONAL TAXPAYERS UNION CAMPAIGN FUND,1,2012,S,2.61
H2IA05072,"KING, STEVE MR.",C00325076,CAMPAIGN FOR WORKING FAMILIES,5,2012,S,46781.52
H2IA05072,"KING, STEVE MR.",C00332296,SUSAN B ANTHONY LIST INC. CANDIDATE FUND,4,2012,S,324.71
H2IA05072,"KING, STEVE MR.",C00430280,IMMIGRANTS' LIST,3,2012,O,18555.83
H2IA05072,"KING, STEVE MR.",C00432260,CLUB FOR GROWTH PAC,12,2012,S,17020.76
H2IA05072,"KING, STEVE MR.",C00489625,FAITH FAMILY FREEDOM FUND,2,2012,S,20000.0
H2IA05072,"KING, STEVE MR.",C00489799,PLANNED PARENTHOOD VOTES,1,2012,O,4618.43
H2IA05072,"KING, STEVE MR.",C00495028,HOUSE MAJORITY PAC,19,2012,O,768424.88
H2IA05072,"KING, STEVE MR.",C00499020,FREEDOMWORKS FOR AMERICA,12,2012,S,11323.43
H2IA05072,"KING, STEVE MR.",C00507517,CREDO SUPERPAC,86,2012,O,83891.03
H2IA05072,"KING, STEVE MR.",C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,1,2012,S,337.36
H2IA05072,"KING, STEVE MR.",C00521575,AMERICA'S ROAD AHEAD FUND,2,2012,S,14368.34
H2IA05072,"KING, STEVE MR.",C00526004,IOWANS FOR INTEGRITY IN LEADERSHIP,1,2012,O,10039.17
H2IA05072,"KING, STEVE MR.",C00528307,PATRIOT VOICES PAC,3,2012,S,351.72
H2IA05072,"KING, STEVE MR.",C90005471,PLANNED PARENTHOOD ACTION FUND INC,5,2012,O,32244.32
H2IA05072,"KING, STEVE MR.",C90009358,HUMANE SOCIETY LEGISLATIVE FUND,259,2012,O,754539.24
H2IA05072,"KING, STEVE MR.",C90011115,INDEPENDENT WOMEN'S VOICE,1,2012,S,3715.75
H2IA05072,"KING, STEVE MR.",C90011172,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES AFL-CIO,3,2012,O,58718.46
H2IA05072,"KING, STEVE MR.",C90011313,SUSAN B ANTHONY LIST INC,4,2012,S,374.8
H2IA05072,"KING, STEVE MR.",C90011685,THE 60 PLUS ASSOCIATION,1,2012,S,1062.71
H2IA05072,"KING, STEVE MR.",C90012071,PEOPLE FOR THE AMERICAN WAY,3,2012,O,3600.0
H2IA05072,"KING, STEVE MR.",C90013301,NATIONAL RIFLE ASSOCIATION INSTITUTE FOR LEGISLATIVE ACTION,8,2012,S,38300.09
H2IA05072,"KING, STEVE MR.",C90013772,PLANNED PARENTHOOD VOTERS OF IOWA,2,2012,O,29547.18
H2IA05072,"KING, STEVE MR.",C90013897,IOWA CITIZENS FOR COMMUNITY IMPROVEMENT ACTION FUND,3,2012,O,5069.85
H2IA05072,"KING, STEVE MR.",C90014101,IMMIGRANT'S LIST CIVIC ACTION INC,2,2012,O,17392.21
H6IA01098,"BRALEY, BRUCE L",C00075820,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,8,2012,O,416014.45
H6IA01098,"BRALEY, BRUCE L",C00106146,AMERICAN HOSPITAL ASSOCIATION PAC,4,2012,S,267796.0
H6IA01098,"BRALEY, BRUCE L",C00135368,SIERRA CLUB POLITICAL COMMITTEE,2,2012,S,310.0
H6IA01098,"BRALEY, BRUCE L",C00325704,KUCINICH ACTION PAC,2,2012,S,129.45
H6IA01098,"BRALEY, BRUCE L",C00343459,AMERICAN COLLEGE OF RADIOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE,2,2012,S,45376.5
