committee_id,committee_name,count,recipient_id,recipient_name,total
C00337626,MORGAN STANLEY POLITICAL ACTION COMMITTEE,2,C00133389,"FUTURES INDUSTRY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE/FIPAC",10000.0
C00104299,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,1,C00133389,"FUTURES INDUSTRY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE/FIPAC",5000.0
C00350744,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",1,C00133389,"FUTURES INDUSTRY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE/FIPAC",5000.0
C00236489,"KOCH INDUSTRIES, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)",1,C00133389,"FUTURES INDUSTRY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE/FIPAC",5000.0
C00465864,GETCO POLITICAL ACTION COMMITTEE,1,C00133389,"FUTURES INDUSTRY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE/FIPAC",3500.0
C00500363,RGM ADVISORS PAC,1,C00133389,"FUTURES INDUSTRY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE/FIPAC",3500.0
C00253260,ALASKA REPUBLICAN PARTY,1,C00387894,GCI PAC,1000.0
C00329292,EDUCATION & OPPORTUNITY FUND II,1,C00199257,GENENTECH INC. POLITICAL ACTION COMMITTEE,5000.0
C00072769,ROCHE DIAGNOSTICS CORPORATION PAC (ROCHE DXPAC),4,C00199257,GENENTECH INC. POLITICAL ACTION COMMITTEE,110000.0
C00280206,CITIZENS FOR ARLEN SPECTER,1,C00199257,GENENTECH INC. POLITICAL ACTION COMMITTEE,-1000.0
C00280206,CITIZENS FOR ARLEN SPECTER,1,C00215285,GENERAL ATOMICS POLITICAL ACTION COMMITTEE,-5000.0
C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,2,C00014878,GENERAL AVIATION MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,10000.0
C00101725,GOODRICH CORPORATION POLITICAL ACTION COMMITTEE,2,C00014878,GENERAL AVIATION MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,4000.0
C00365684,ROCKWELL COLLINS INC. EMPLOYEE PAC,2,C00014878,GENERAL AVIATION MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,4500.0
C00434183,BEECHCRAFT INC. POLITICAL ACTION COMMITTEE (BEECHCRAFT PAC),2,C00014878,GENERAL AVIATION MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,10000.0
C00510149,STANDARD AERO (SAN ANTONIO) INC. POLITICAL ACTION COMMITTEE,1,C00014878,GENERAL AVIATION MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,2500.0
C00455600,"COMMONWEALTH-ALTADIS, INC. EMPLOYEE PAC",1,C00488320,"GENERAL CIGAR COMPANY, INC. POLITICAL ACTION COMMITTEE (GENERAL CIGAR PAC)",5000.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),5000.0
C00432401,BEN NELSON 2012,1,C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),2500.0
C00464990,VANGENT INC. POLITICAL ACTION COMMITTEE,1,C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),50149.0
C00465104,"FORCE PROTECTION, INC POLITICAL ACTION COMMITTEE",1,C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),27838.0
C00291955,OLYMPIA'S LIST,1,C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),3500.0
C00024869,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),2,C00492223,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL),5414.0
C00409110,GREEN MOUNTAIN PAC,1,C00024869,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),1000.0
C00413914,GILLIBRAND FOR SENATE,1,C00024869,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),2500.0
C00385534,LEGPAC,1,C00385120,"RADIATION THERAPY SERVICES, INC POLITICAL ACTION COMMITTEE",2500.0
C00495580,MICHIGAN VICTORY FUND,1,C00385120,"RADIATION THERAPY SERVICES, INC POLITICAL ACTION COMMITTEE",5000.0
C00291955,OLYMPIA'S LIST,1,C00292094,GHC ANCILLARY CORPORATION POLITICAL ACTION COMMITTEE,2000.0
C00191759,RENASANT BANK EMPLOYEES' VOLUNTARY POLITICAL COMMITTEE,2,C00092841,GEORGIA BANKERS ASSOCIATION PAC,2500.0
C00480673,MIDCOUNTRY FINANCIAL CORP. PAC (MIDCOUNTRY PAC),2,C00092841,GEORGIA BANKERS ASSOCIATION PAC,800.0
C00202754,FRIENDS OF KENT CONRAD,1,C00346346,GGNSC HOLDINGS LLC/GOLDEN HORIZONS CARE PAC,1000.0
C00432401,BEN NELSON 2012,1,C00199703,GLAXOSMITHKLINE LLC PAC (GSK PAC),4500.0
C00219642,"ENTERPRISE HOLDINGS, INC. POLITICAL ACTION COMMITTEE",2,C00373910,NATIONAL BUSINESS TRAVEL ASSOCIATION DBA GLOBAL BUSINESS TRAVEL ASSOCIATION PAC (NBTA PAC),10000.0
C00432401,BEN NELSON 2012,1,C00167460,TORCHMARK CORPORATION POLITICAL ACTION COMMITTE (TORCH-PAC),2000.0
C00104752,HATCH ELECTION COMMITTEE INC,1,C00432328,GODADDY.COM LLC POLITICAL ACTION COMMITTEE,1000.0
C00501353,GEORGE ALLEN'S FUND FOR AMERICA'S COMEBACK COMMITTEE,2,C00317479,GOOD GOVERNMENT FOR AMERICA COMMITTEE,22861.0
C00344473,STABENOW FOR US SENATE,1,C00428623,GOOGLE INC. NETPAC,1000.0
C00075820,NRCC,0,C00428623,GOOGLE INC. NETPAC,0.0
C00279521,ARIZONA FUND,1,C00428623,GOOGLE INC. NETPAC,1000.0
C00280206,CITIZENS FOR ARLEN SPECTER,1,C00428623,GOOGLE INC. NETPAC,-4000.0
C00291955,OLYMPIA'S LIST,1,C00428623,GOOGLE INC. NETPAC,5000.0
C00493098,FLORIDA FREEDOM COUNCIL PAC,1,C00224790,"GRAYROBINSON, P.A., POLITICAL ACTION COMMITTEE",5000.0
C00443010,SPARK INSTITUTE INC POLITICAL ACTION COMMITTEE; THE,1,C00263723,GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY POLITICAL ACTION COMMITTEE,5000.0
C00432401,BEN NELSON 2012,1,C00266585,"GREENBERG TRAURIG, P.A. PAC",500.0
C00000901,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00093054,WALMART INC. PAC FOR RESPONSIBLE GOVERNMENT,3,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00032698,INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00165589,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE  (HBI-PAC),2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00034157,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),3,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00168864,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)",1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00170258,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00326595,CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL FUND,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00171843,LIBERTY MUTUAL INSURANCE COMPANY - PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00100693,"CBOE GLOBAL MARKETS, INC. PAC (CBOE PAC)",1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00034785,ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00103143,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION AIA LEGACY POLITICAL ACTION COMMITTEE (APCIAAIAPAC),1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00337626,MORGAN STANLEY POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00035535,THE CONSUMER BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00185694,ASSURANT INC. POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00004275,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00038604,AMERICAN FINANCIAL SERVICES ASSOCIATION PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00105981,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00193177,BANK POLICY INSTITUTE PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00107235,PRICEWATERHOUSECOOPERS POLITICAL ACTION COMMITTEE I,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00348938,CHUBB GROUP HOLDINGS INC. POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00350744,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00197095,THE NORTHWESTERN MUTUAL LIFE INSURANCE CO. FEDERAL PAC (NORTHWESTERN MUTUAL FEDERAL PAC),2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00005249,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00040535,AMERICAN EXPRESS COMPANY POLITICAL ACTION COMMITTEE (AXPPAC),1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00109017,AT&T INC. EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE (AT&T EMPLOYEE FEDERAL PAC),4,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,9000.0
C00040659,NATIONAL ASSOCIATION OF FEDERAL CREDIT UNIONS POLITICAL ACTION COMMITTEE / NAFCU/PAC / DBA NATIONAL ASSOCIATION OF FEDERALLY-INSURED CREDIT UNIONS,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00040923,METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00040998,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00007880,CULAC THE PAC OF CREDIT UNION NATIONAL ASSOCIATION,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00366013,"NASDAQ, INC. PAC (NASDAQ PAC)",1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00111559,CREDIT SUISSE SECURITIES (USA) LLC POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00367920,"OPPENHEIMERFUNDS, INC. POLITICAL ACTION COMMITTEE",1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,4000.0
C00211318,DELOITTE POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00008474,CITIGROUP INC. POLITICAL ACTION COMMITTEE - FEDERAL (CITIGROUP PAC-FEDERAL),3,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00370130,FINANCIAL PLANNING ASSOCIATION POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00043489,BANK OF AMERICA CORPORATION STATE AND FEDERAL PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00215046,FMR LLC POLITICAL ACTION COMMITTEE STATE FEDERAL (FIDELITY PAC),1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00376376,"THE TRAVELERS COMPANIES, INC. POLITICAL ACTION COMMITTEE (T-PAC)",2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00379768,"EXPERIAN NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (EXPERIAN PAC)",2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00382226,INTERNATIONAL SECURITIES EXCHANGE PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00117861,LOCKE LORD LLP PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00118943,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,6000.0
C00227744,ERNST & YOUNG POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00393173,COMERICA INCORPORATED POLTICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00393405,WASHINGTON ADVOCACY PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00064766,UNITED PARCEL SERVICE INC. PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00066472,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE (INSURING AMERICA PAC),3,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00236489,"KOCH INDUSTRIES, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)",1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00404194,"GENWORTH FINANCIAL, INC. POLITICAL ACTION COMMITTEE (GENWORTH PAC)",1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00408260,THE GRANT THORNTON LLP POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,4000.0
C00127779,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00128512,JPMORGAN CHASE & CO. PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00410274,MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00130773,NATIONAL MULTIFAMILY HOUSING COUNCIL POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00414185,EZCORP INC. POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,-500.0
C00417634,WHOLESALE & SPECIALTY INSURANCE ASSOCIATION (WSIA) PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00076174,NATIONWIDE MUTUAL INSURANCE COMPANY POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,1000.0
C00017558,BIPARTISAN POLITICAL ACTION COMMITTEE/THE BANK OF NEW YORK MELLON CORPORATION BIPAC/BNYMC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00076299,CME GROUP INC. PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00018036,U.S. BANCORP POLITICAL PARTICIPATION PROGRAM,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00135681,"FARMERS GROUP, INC., FARMERS INSURANCE EXCHANGE, FIRE INSURANCE EXCHANGE AND TRUCK INSURANCE EXCHANGE POLITICAL ACTION COMMITTEE AKA FARMERS INSURANCE PAC",1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2500.0
C00077305,ALABAMA POWER CO EMPLOYEES FEDERAL POLITICAL ACTION CMTE (APC EMPLOYEES FEDERAL PAC),2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00428896,DEUTSCHE BANK AMERICAS CORP. POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00251447,I.P.H.F.H.A. INC. POLITICAL ACTION COMMITTEE INC.,3,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,2000.0
C00022343,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00432252,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00443168,INTERCONTINENTAL EXCHANGE INC PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,4000.0
C00256453,REINSURANCE ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE INC (REPAC),3,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00024869,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),5,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00457242,BLUE CROSS BLUE SHIELD OF ALABAMA PAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00147066,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00280222,KPMG PARTNERS/PRINCIPALS AND EMPLOYEES PAC,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00491951,NOMURA HOLDING AMERICA INC. POLITICAL ACTION COMMITTEE (NOMURAPAC),1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00150367,NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00290502,FIFTH THIRD BANCORP POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE",3,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,6500.0
C00163832,CSX CORPORATION GOOD GOVERNMENT FUND,4,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,10000.0
C00306894,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE,1,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00307397,NATIONAL PAWNBROKERS ASSOCIATION INC POLITICAL ACTION COMMITTEE (NPA-PAC),2,C00388793,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE,5000.0
C00344051,BILL NELSON FOR US SENATE,1,C00161141,"FLORIDA HEALTH POLITICAL ACTION COMMITTEE (THE PAC OF BLUE CROSS & BLUE SHIELD OF FL, INC)",250.0
C00291955,OLYMPIA'S LIST,1,C00000059,HALLMARK CARDS PAC,2000.0
C00499350,DEWHURST FOR TEXAS,1,C00489740,HARDEN HEALTHCARE LLC FEDERAL PAC,5000.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00396671,"HARDWOOD FEDERATION PAC, INC",2000.0
C00412346,ELLSWORTH FOR INDIANA,1,C00396671,"HARDWOOD FEDERATION PAC, INC",500.0
C00333427,WALDEN FOR CONGRESS,1,C00401729,HARRY AND DAVID POLITICAL ACTION COMMITTEE,1408.0
C00499350,DEWHURST FOR TEXAS,1,C00067231,HCA INC. GOOD GOVERNMENT FUND,10000.0
C00411587,"BEN CARDIN FOR SENATE, INC.",1,C00260141,HCR MANOR CARE PAC,1000.0
C00521807,MANCHIN HEINRICH VICTORY FUND,1,C00260141,HCR MANOR CARE PAC,2500.0
C00291955,OLYMPIA'S LIST,1,C00260141,HCR MANOR CARE PAC,2500.0
C00010868,AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC),1,C00103903,"HDR, INC. POLITICAL ACTION COMMITTEE (HDR PAC)",1000.0
C00332833,CARDINAL HEALTH INC. PAC,1,C00247569,HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,3000.0
C00339655,US ONCOLOGY INC. NETWORK POLITICAL ACTION COMMITTEE,1,C00247569,HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,2000.0
C00108035,MCKESSON CORPORATION EMPLOYEES POLITICAL FUND,2,C00247569,HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,6000.0
C00365072,EXPRESS SCRIPTS INC. POLITICAL FUND (A/K/A EXPRESS SCRIPTS PAC),2,C00247569,HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,8000.0
C00400929,"CENCORA, INC. PAC",2,C00247569,HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,10000.0
C00430587,CHILD HEALTH CORPORATION OF AMERICA PAC,1,C00423863,HEALTHCARE SUPPLY CHAIN ASSOCIATION POLITICAL ACTION COMMITTEE (HSCA PAC),5000.0
C00482281,FRIENDS OF RICH NUGENT,1,C00442418,HEALTH MANAGEMENT ASSOCIATES INC FED PAC LLC,629.0
C00291955,OLYMPIA'S LIST,1,C00437798,HEARPAC OF HEARING INDUSTRIES ASSOCIATION,4500.0
C00111658,EDS PAC,1,C00196725,HEWLETT PACKARD COMPANY PAC,22681.0
C00358663,AMERICAN RESORT DEVELOPMENT ASSOCIATION RESORT OWNERS COALITION PAC (ARDA-ROC PAC),1,C00213074,HILTON WORLDWIDE POLITICAL ACTION COMMITTEE,5000.0
C00375378,AMERICANS NATIONWIDE DEDICATED TO ELECTING REPUBLICANS PAC,1,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,-1000.0
C00122176,FRIENDS OF DICK LUGAR INC,1,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,5000.0
C00411611,SECURE PAC,1,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,2500.0
C00432401,BEN NELSON 2012,1,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,5000.0
C00439521,AMERICAN SECURITY PAC,1,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,2000.0
C00291955,OLYMPIA'S LIST,1,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,5000.0
C00431171,"ROMNEY FOR PRESIDENT, INC.",1,C00424366,HORNBECK OFFSHORE SERVICES INC POLITICAL ACTION COMMITTEE,2500.0
C00499350,DEWHURST FOR TEXAS,1,C00266387,HOUSTON PILOTS POLITICAL ACTION COMMITTEE,5000.0
C00497982,HSBC NORTH AMERICA POLITICAL ACTION COMMITTEE - MICHIGAN,1,C00033423,HSBC NORTH AMERICA POLITICAL ACTION COMMITTEE,8114.0
C00430686,WEBB FOR SENATE,1,C00271007,HUMANA INC. POLITICAL ACTION COMMITTEE,1000.0
C00350439,HUMANE USA POLITICAL ACTION COMMITTEE,1,C00466813,HUMANE SOCIETY LEGISLATIVE FUND POLITICAL ACTION COMMITTEE,5000.0
C00478354,BOEHNER FOR SPEAKER,1,C00165589,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE  (HBI-PAC),10000.0
C00291955,OLYMPIA'S LIST,3,C00325092,HUNTINGTON INGALLS INDUSTRIES POLITICAL ACTION COMMITTE (SHIPPAC),3000.0
C00325126,"FRIENDS OF MARY LANDRIEU, INC.",1,C00325092,HUNTINGTON INGALLS INDUSTRIES POLITICAL ACTION COMMITTE (SHIPPAC),1000.0
C00002972,THE NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION ACTION COMMITTEE FOR RURAL ELECTRIFICATION (AMERICA'S ELECTRIC COOPERATIVES PAC),7,C00215509,IDAHO ACTION COMMITTEE FOR RURAL ELECTRIFICATION-IDAHO COOPERATIVE UTILITIES ASSOCIATION,4675.0
C00279216,IHEARTMEDIA INC. PAC,1,C00498584,CLEAR CHANNEL COMMUNICATIONS INC. LEADERSHIP PAC,1000.0
C00432401,BEN NELSON 2012,1,C00279216,CLEAR CHANNEL COMMUNICATIONS INC. PAC,5000.0
C00280206,CITIZENS FOR ARLEN SPECTER,1,C00279216,CLEAR CHANNEL COMMUNICATIONS INC. PAC,-5000.0
C00291955,OLYMPIA'S LIST,1,C00279216,CLEAR CHANNEL COMMUNICATIONS INC. PAC,1500.0
