affiliated_committee_name,candidate_ids,committee_id,committee_type,designation_type,name,organization_type,state,topic_weight,summary
,[],C00526889,Super PAC (Independent Expenditure-Only),Unauthorized,MARYLAND HORSE ASSOCIATION,,TX,,
,[],C90009986,Independent expenditure filer (not a committee),Unauthorized,MARYLAND REPUBLICAN ASSEMBLY,,MD,,
NONE,[],C00537316,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MARYLAND REPUBLICAN CLUB,,FL,,
NONE,[],C00539072,PAC - Nonqualified,Lobbyist/Registrant PAC,MARYLAND REPUBLICAN EXECUTIVE BOARD,,FL,,
NONE,[],C00534487,PAC - Nonqualified,Lobbyist/Registrant PAC,MARYLAND REPUBLICAN LEADERSHIP FEDERAL COMMITTEE,,FL,,
TRUMP VICTORY,[],C00120055,Party - Qualified,Unauthorized,MARYLAND REPUBLICAN STATE CENTRAL COMMITTEE,,MD,,
NONE,[],C00538694,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MARYLAND REPUBLICAN TRUST FUND,,FL,,
,[],C00247783,PAC - Qualified,Unauthorized,MARYLAND RIGHT TO LIFE INC POLITICAL ACTION COMMITTEE,Trade Association,MD,tw_abortion_and_social_conservatism,Pro-Life
NONE,[],C00535740,PAC - Nonqualified,Lobbyist/Registrant PAC,MARYLAND SENATORIAL CAUCUS,,FL,,
,[],C00491712,PAC - Nonqualified,Unauthorized,MARYLAND SOCIETY OF PATRIOTS PAC,Membership Organization,MD,,
MD/VA MILK PRODUCERS COOP ASSOC INC,[],C00363069,PAC - Qualified,Unauthorized,MARYLAND & VIRGINIA MILK PRODUCERS COOPERATIVE ASSOCIATION INC POLITICAL ACTION COMMITTEE,Cooperative,VA,tw_agriculture,Agricultural Businesses
,['H6AL06085'],C00318121,House,Principal campaign committee,MARY LYNN BATES FOR CONGRESS,,AL,,
,['H2TN03144'],C00510602,House,Authorized by a candidate,MARY M HEADRICK FOR CONGRESS,,TN,,
,['H6CA24246'],C00415943,House,Principal campaign committee,MARY PALLANT FOR CONGRESS,,CA,,
BONO MACK,[],C00365338,PAC - Qualified,Leadership PAC,MARY'S POLITICAL ACTION COMMITTEE,,MD,,
,['H8MI13185'],C00513085,House,Principal campaign committee,MARY WATERS FOR CONGRESS,,MI,,
MASCO CORPORATION,[],C00341289,PAC - Nonqualified,Lobbyist/Registrant PAC,MASCO POLITICAL ACTION COMMITTEE,Corporation,MI,,
MASIMO CORPORATION,[],C00493940,PAC - Qualified,Lobbyist/Registrant PAC,MASIMO CORPORATION POLITICAL ACTION COMMITTEE,Corporation,CA,,
,['H0IA04095'],C00470237,House,Principal campaign committee,MASKE FOR CONGRESS,,IA,,
MASON CONTRACTORS ASSOC OF AMERICA,[],C00291799,PAC - Qualified,Unauthorized,MASON CONTRACTORS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITEE-MACPAC,Trade Association,IL,,
LIUNA PAC,[],C00337733,PAC - Qualified,Unauthorized,MASON TENDERS DISTRICT COUNCIL OF GREATER NEW YORK & LI PAC,Labor Organization,NY,tw_labor,Labor Unions
,[],C00517698,Super PAC (Independent Expenditure-Only),Unauthorized,MASSACHUETTS FOR LIBERTY,,MI,,
INDEPENDENT COMMUNITY BANKERS OF AMERICA POLITICAL ACTION COMMITTEE,[],C00221507,PAC - Qualified,Unauthorized,MASSACHUSETTS BANKERS PAC-FEDERAL FUND,Trade Association,MA,,
MASSACHUSETTS BIOTECHNOLOGY COUNCIL INC,[],C00380733,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS BIOTECHNOLOGY COUNCIL INC. FEDERAL POLITICAL ACTION COMMITTEE,Trade Association,MA,,
,[],C00523217,PAC - Nonqualified,Unauthorized,MASSACHUSETTS BLUE PAC OF BLUE CROSS BLUE SHIELD OF MASSACHUSETTS,Corporation,MA,tw_banking_and_finance,Financial Businesses
MASSACHUSETTS CITIZENS FOR LIFE INC,[],C00128520,PAC - Qualified,Unauthorized,MASSACHUSETTS CITIZENS FOR LIFE POLITICAL ACTION COMMITTEE,Corporation w/o capital stock,MA,,
NONE,[],C00530535,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC,,FL,,
NONE,[],C00539775,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS CONGRESSIONAL CAUCUS,,FL,,
NONE,[],C00533521,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS DEMOCARTIC LEADERSHIP FEDERAL COMMITTEE,,FL,,
NONE,[],C00537027,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MASSACHUSETTS DEMOCRATIC CLUB,,FL,,
NONE,[],C00537787,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS DEMOCRATIC EXECUTIVE BOARD,,FL,,
DEMOCRATIC GRASSROOTS VICTORY FUND,[],C00089243,Party - Qualified,Unauthorized,MASSACHUSETTS DEMOCRATIC STATE COMMITTEE - FED FUND,,MA,,
NONE,[],C00536193,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MASSACHUSETTS DEMOCRATIC TRUST FUND,,FL,,
MASSACHUSETTS FINANCIAL SERVICES CO,[],C00229534,PAC - Qualified,Unauthorized,MASSACHUSETTS FINANCIAL SERVICES COMPANY POLITICAL ACTION COMMITTEE (MFS PAC),Corporation,MA,,
NONE,[],C00522144,Super PAC (Independent Expenditure-Only),Unauthorized,MASSACHUSETTS FORWARD INC,,VA,,
MA DEM ST CMTE,['S2MA00170'],C00526533,PAC - Nonqualified,Joint fundraising committee,MASSACHUSETTS FUTURE FUND,,MA,,
,[],C00526822,Super PAC (Independent Expenditure-Only),Unauthorized,MASSACHUSETTS HORSE ASSOCIATION,,TX,,
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,[],C00118943,PAC - Qualified,Lobbyist/Registrant PAC,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,Corporation w/o capital stock,MA,tw_banking_and_finance,Financial Businesses
NONE,[],C00537308,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MASSACHUSETTS REPUBLICAN CLUB,,FL,,
NONE,[],C00539080,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS REPUBLICAN EXECUTIVE BOARD,,FL,,
NONE,[],C00534495,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS REPUBLICAN LEADERSHIP FEDERAL COMMITTEE,,FL,,
PETER TEDESCHI VICTORY COMMITTEE,[],C00042622,Party - Qualified,Unauthorized,MASSACHUSETTS REPUBLICAN PARTY,,MA,,
NONE,[],C00538686,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,MASSACHUSETTS REPUBLICAN TRUST FUND,,FL,,
DSCC/ MA DEM ST CMTE,['S2MA00170'],C00512269,PAC - Nonqualified,Joint fundraising committee,MASSACHUSETTS SENATE 2012,,DC,,
NONE,[],C00535757,PAC - Nonqualified,Lobbyist/Registrant PAC,MASSACHUSETTS SENATORIAL CAUCUS,,FL,,
,[],C90012303,Independent expenditure filer (not a committee),Unauthorized,MASSACHUSETTS STATE LABOR COUNCIL AFL-CIO,,MA,tw_labor,Labor Unions
NONE,['H6NY29168'],C00411306,House,Principal campaign committee,MASSA FOR CONGRESS,,NY,,
CAPUANO,[],C00417295,PAC - Qualified,Leadership PAC,MASS PAC,,MA,,
MASTERCARD INTERNATIONAL INC.,[],C00410274,PAC - Qualified,Lobbyist/Registrant PAC,MASTERCARD INTERNATIONAL INC. EMPLOYEES' PAC,Corporation,DC,tw_labor,Labor Unions
IOMM&P,[],C00073056,PAC - Qualified,Unauthorized,"MASTERS, MATES AND PILOTS POLITICAL CONTRIBUTION FUND",Labor Organization,MD,,
MASTERS OF FOXHOUNDS ASSOCIATION,[],C00526699,PAC - Nonqualified,Unauthorized,MASTERS OF FOXHOUNDS ASSOCIATION POLITICAL ACTION COMMITTEE (MFHA PAC),Membership Organization,VA,,
,['H0AR03097'],C00478727,House,Principal campaign committee,MATAYO ELECTION COMMITTEE,,AR,,
MATERION CORPORATION,[],C00216770,PAC - Qualified,Unauthorized,MATERION CORPORATION POLITICAL ACTION COMMITTEE,Corporation,OH,,
SKI PAC,['H0UT02096'],C00344721,House,Principal campaign committee,MATHESON FOR CONGRESS,,MD,,
,['H2CT01189'],C00536219,House,Principal campaign committee,MATHEW M COREY FOR CONGRESS,,CT,,
,['H2CA38062'],C00259374,House,Principal campaign committee,MATHEWS FOR CONGRESS,,CA,,
"MATSON, INC. FEDERAL ELECTION COMMITTEE",[],C00024752,PAC - Qualified,Unauthorized,"MATSON, INC. FEDERAL ELECTION COMMITTEE",Corporation,CA,,
NONE,['H6CA05195'],C00409219,House,Principal campaign committee,MATSUI FOR CONGRESS,,CA,,
,['H2CO07139'],C00512913,House,Principal campaign committee,MATT BALL FOR CONGRESS,,CO,,
,['H0IA05092'],C00473959,House,Principal campaign committee,MATT CAMPBELL FOR CONGRESS,,IA,,
,['H2CA24161'],C00511683,House,Principal campaign committee,MATTE BOUTTE FOR CONGRESS,,CA,,
MATTEL INC.,[],C00340224,PAC - Qualified,Unauthorized,MATTEL INC. POLITICAL ACTION COMMITTEE,Corporation,CA,,
,['H0CA53016'],C00458182,House,Principal campaign committee,MATT FRIEDMAN FOR CONGRESS,,CA,,
NONE,[],C00449801,Super PAC (Independent Expenditure-Only),Unauthorized,MATTHEW 25 NETWORK,,ME,,
NONE,['H0VA08131'],C00471078,House,Principal campaign committee,MATTHEW BERRY FOR CONGRESS,,VA,,
,['H0WA01090'],C00475095,House,Principal campaign committee,MATTHEW BURKE FOR CONGRESS,,WA,,
,['H2OR04061'],C00519850,House,Principal campaign committee,MATTHEW ROBINSON FOR CONGRESS,,OR,,
,['H0CA36136'],C00470419,House,Principal campaign committee,MATTIE FEIN FOR CONGRESS,,CA,,
,['H2AZ06171'],C00514067,House,Principal campaign committee,MATT JETTE FOR CONGRESS,,AZ,,
,['H2NC12195'],C00514315,House,Principal campaign committee,MATT NEWTON CAMPAIGN COMMITTEE,,NC,,
,['H0NE02136'],C00461905,House,Principal campaign committee,MATT SAKALOSKY FOR CONGRESS,,NE,,
,['H2WI02157'],C00504944,House,Principal campaign committee,MATT SILVERMAN FOR CONGRESS,,WI,,
,['H0IN06092'],C00485409,House,Principal campaign committee,MATT STRITTMATTER COMMITTEE,,IN,,
,['H2SD00134'],C00507350,House,Principal campaign committee,MATT VARILEK FOR SOUTH DAKOTA,,SD,,
"MAUI LAND & PINEAPPLE COMPANY, INC.",[],C00401380,PAC - Nonqualified,Unauthorized,MAUI LAND AND PINEAPPLE COMPANY INC FEDERAL PAC,Corporation,HI,,
,['H0MN06119'],C00461798,House,Principal campaign committee,MAUREEN REED FOR CONGRESS,,MN,,
,['H2TX18132'],C00507467,House,Authorized by a candidate,MAURICE DUHON FOR CONGRESS,,TX,,
NONE,[],C00507764,PAC - Nonqualified,Unauthorized,MAV6 EDGEFIGHTER PAC,,VA,,
MAV6 LLC,[],C00469619,PAC - Nonqualified,Unauthorized,MAV6 LLC DEFENSE TRANSFORMATION,Corporation,VA,,
NONE,[],C00447342,PAC - Qualified,Unauthorized,MAVERICK PAC -OKLAHOMA,,OK,,
NONE,[],C00427435,Hybrid PAC (with Non-Contribution Account) - Qualified,Unauthorized,MAVERICK PAC USA,,MA,,
MAXAR TECHNOLOGIES HOLDINGS INC.,[],C00452243,PAC - Qualified,Unauthorized,MAXAR TECHNOLOGIES HOLDINGS INC. PAC/FKA SPACE SYSTEMS/LORAL INC PAC,Corporation,CA,,
MAXAR TECHNOLOGIES INC.,[],C00370585,PAC - Qualified,Lobbyist/Registrant PAC,MAXAR TECHNOLOGIES INC. PAC (MAXARPAC),Corporation,CO,,
,[],C00525253,PAC - Nonqualified,Lobbyist/Registrant PAC,MAXIMUM BALANCE FOUNDATION LLC,Membership Organization,CA,,
"MAXIMUS,INC.",[],C00343707,PAC - Qualified,Lobbyist/Registrant PAC,MAXIMUS INC POLITICAL ACTION COMMITTEE (MAXPAC),Corporation,VA,,
,['H2TX22118'],C00509109,House,Principal campaign committee,MAX MARTIN FOR CONGRESS COMMITTEE,,TX,,
MAXXAM INC.,[],C00363093,PAC - Qualified,Unauthorized,MAXXAM INC. FEDERAL PAC,Corporation,TX,,
,[],C00305599,PAC - Qualified,Unauthorized,"MAYER ELECTRIC SUPPLY COMPANY INC POLITICAL ACTION COMMITTEE, THE (MAYER ELECTRIC PAC)",Corporation,AL,,
NONE,['H4TX19185'],C00384552,House,Principal campaign committee,MAY FOR CONGRESS,,TX,,
MAYNARD NEXSEN,[],C00272724,PAC - Qualified,Lobbyist/Registrant PAC,MAYNARD NEXSEN PAC,Corporation,AL,,
,[],C00486852,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Unauthorized,MAY NOVEMBER GROUP,,IN,,
,[],C30000897,Electioneering Communication,Unauthorized,MAYORS AGAINST ILLEGAL GUNS ACTION FUND,,NY,,
,['H0TX29067'],C00459479,House,Principal campaign committee,MAZZAPICA FOR CONGRESS,,TX,,
MBDA INCORPORATED,[],C00490037,PAC - Nonqualified,Unauthorized,MBDA INCORPORATED POLITICAL ACTION COMMITTEE,Corporation,VA,,
"MBE-PAC NATIONAL, INC.",[],C00406512,PAC - Nonqualified,Unauthorized,"MBE-PAC, INC.",Corporation,TX,,
"MB FINANCIAL, INC.",[],C00414508,PAC - Nonqualified,Unauthorized,MB FINANCIAL INC POLITICAL ACTION COMMITTEE,Corporation,IL,,
"MCAFEE, INC.",[],C00478719,PAC - Qualified,Lobbyist/Registrant PAC,MCAFEE INC. POLITICAL ACTION COMMITTEE,Corporation,TX,,
NONE,['H2UT01235'],C00518803,House,Principal campaign committee,"MCALEER CONGRESSIONAL CAMPAIGN COMMITTEE, LLC",,UT,,
,['H0IL11078'],C00461814,House,Principal campaign committee,MCALOON FOR CONGRESS,,IL,,
,[],C00527515,Super PAC (Independent Expenditure-Only),Unauthorized,MCBLACKPAC,,MD,,
,[],C90009903,Independent expenditure filer (not a committee),Unauthorized,"MCBRIDE, SANDRA L",,LA,,
"RNC/REP PARTY CMTES MI, MO, OH, PA",['P80002801'],C00453738,PAC - Nonqualified,Joint fundraising committee,MCCAIN-PALIN VICTORY 2008,,VA,,
NONE,['P80002801'],C00453951,PAC - Nonqualified,Joint fundraising committee,MCCAIN-PALIN VICTORY CALIFORNIA,,VA,,
NONE,['P80002801'],C00453878,PAC - Nonqualified,Joint fundraising committee,MCCAIN-PALIN VICTORY OHIO,,VA,,
"RNC/CO,MN,NM,WI REP STATE CENT CMTES",['P80002801'],C00448498,PAC - Nonqualified,Joint fundraising committee,MCCAIN VICTORY 2008,,VA,,
RNC/CALIFORNIA REPUBLICAN PARTY/V8,['P80002801'],C00448985,PAC - Nonqualified,Joint fundraising committee,MCCAIN VICTORY CALIFORNIA,,VA,,
RNC,['P80002801'],C00446682,PAC - Qualified,Joint fundraising committee,MCCAIN VICTORY COMMITTEE,,VA,,
RNC/REP PARTY OF FLORIDA,['P80002801'],C00448878,PAC - Nonqualified,Joint fundraising committee,MCCAIN VICTORY FLORIDA,,VA,,
JOHN MCCAIN 2008 INC.,['P80002801'],C00448860,PAC - Nonqualified,Joint fundraising committee,MCCAIN VICTORY OHIO,,VA,,
NONE,['H6CA22125'],C00493908,PAC - Nonqualified,Joint fundraising committee,MCCARTHY VICTORY FUND,,CA,,
DSCC/MO DEM ST CMTE,['S6MO00305'],C00522300,PAC - Nonqualified,Joint fundraising committee,MCCASKILL SENATE VICTORY 2012,,DC,,
WOMEN 2 WIN,['S6MO00305'],C00504969,PAC - Nonqualified,Joint fundraising committee,MCCASKILL VICTORY FUND,,MO,,
TEAM MCCAUL TEXAS VICTORY,['H4TX10093'],C00392688,House,Principal campaign committee,"MCCAUL FOR CONGRESS, INC",,TX,,
,[],C90008053,Independent expenditure filer (not a committee),Unauthorized,"MCCAWLEY, THOMAS M",,FL,,
MCCLINTOCK JFC,['H8CA04152'],C00446815,House,Principal campaign committee,MCCLINTOCK FOR CONGRESS,,CA,,
NONE,['H0MN04049'],C00354688,House,Principal campaign committee,MCCOLLUM FOR CONGRESS,,MN,,
NRSC,['S2KY00012'],C00535161,PAC - Nonqualified,Joint fundraising committee,MCCONNELL VICTORY COMMITTEE,,VA,,
REP PTY OF KY,['S2KY00012'],C00536409,PAC - Nonqualified,Joint fundraising committee,MCCONNELL VICTORY KENTUCKY,,VA,,
PATRIOT DAY COMMITTEE (JOINT FUNDRAISING REP.),['H2MI00037'],C00365841,House,Principal campaign committee,MCCOTTER CONGRESSIONAL COMMITTEE,,MI,,
,[],C90006768,Independent expenditure filer (not a committee),Unauthorized,"MCCOY, TIMOTHY D",,SC,,
NONE,['H2CA06291'],C00515445,House,Principal campaign committee,"MCCRAY, JOSEPH SR. FOR CONGRESS",,CA,,
,[],C90013913,Independent expenditure filer (not a committee),Unauthorized,"MCCREADY, MIKE",,TN,,
,[],C90010950,Independent expenditure filer (not a committee),Unauthorized,"MCDERMOTT, DANIEL JOHN SR MR",,VA,,
,[],C90010026,Independent expenditure filer (not a committee),Unauthorized,"MCDERMOTT, HOPE C",,MA,,
NONE,[],C00299701,PAC - Qualified,Lobbyist/Registrant PAC,MCDERMOTT WILL & EMERY LLP PAC,,DC,,
,[],C90010018,Independent expenditure filer (not a committee),Unauthorized,"MCDERMOTT, WILLIAM SHAW",,MA,,
,['H2CT01155'],C00508978,House,Principal campaign committee,MCDONALD FOR CONGRESS,,CT,,
MCDONALD HOPKINS LLC,[],C00394460,PAC - Qualified,Lobbyist/Registrant PAC,MCDONALD HOPKINS LLC PAC,Corporation,OH,,
MCDONALDS CORPORATION,[],C00063164,PAC - Qualified,Lobbyist/Registrant PAC,MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE,Corporation,IL,,
NONE,['H0MI01153'],C00483784,House,Principal campaign committee,MCDOWELL FOR CONGRESS,,MI,,
,"['H0MI01153', 'H0MI03175', 'H8MI07096']",C00489047,House,Joint fundraising committee,MCDOWELL-MILES-SCHAUER 2010,,MI,,
,['H2GA09184'],C00515411,House,Principal campaign committee,MCDUFFIE FOR CONGRESS,,GA,,
,[],C90006040,Independent expenditure filer (not a committee),Unauthorized,"MCEACHEN, SARAH E",,WA,,
NONE,[],C00168120,PAC - Qualified,Unauthorized,"MCGLINCHEY STAFFORD POLITICAL ACTION COMMITTEE, INC. (MACPAC)",Corporation,LA,,
,[],C90008012,Independent expenditure filer (not a committee),Unauthorized,"MCGLUMPHY, JONATHAN",,VA,,
NONE,['H8IN05097'],C00432948,House,Principal campaign committee,MCGOFF FOR CONGRESS,,IN,,
,['H2MN06180'],C00518498,House,Principal campaign committee,MCGOLDRICK FOR CONGRESS,,MN,,
,[],C90009275,Independent expenditure filer (not a committee),Unauthorized,"MCGONIGLE, JOHN",,FL,,
,['H2TX32067'],C00518118,House,Principal campaign committee,MCGOVERN FOR CONGRESS COMMITTEE,,TX,,
,['H0CA42167'],C00467563,House,Principal campaign committee,MCGROARTY FOR CONGRESS,,CA,,
NONE,[],C00225342,PAC - Qualified,Lobbyist/Registrant PAC,MCGUIREWOODS FEDERAL PAC,Corporation,VA,,
,['H6NY27162'],C00430272,House,Principal campaign committee,MCHALE FOR CONGRESS,,NY,,
,['H0ID02061'],C00521526,House,Principal campaign committee,MC HEILESON FOR OFFICE,,ID,,
TEAM MCHENRY,['H4NC10047'],C00393629,House,Principal campaign committee,MCHENRY FOR CONGRESS,,NC,,
NC DEM PTY,[],C00536433,PAC - Nonqualified,Joint fundraising committee,MCINTYRE 2012 VICTORY FUND,,NC,,
NONE,['H4TX17072'],C00393389,House,Principal campaign committee,MCINTYRE FOR CONGRESS,,TX,,
DENTONS US LLP PAC,[],C00391383,PAC - Qualified,Unauthorized,MCKENNA LONG & ALDRIDGE LLP POLITICAL ACTION COMMITTEE,,GA,,
,['H2IL10076'],C00496216,House,Principal campaign committee,MCKENZIE FOR CONGRESS,,IL,,
21ST CENTURY PAC,['H2CA25036'],C00504308,PAC - Nonqualified,Joint fundraising committee,MCKEON-21ST CENTURY PAC JOINT COMMITTEE,,VA,,
NONE,['H2CA25036'],C00452151,PAC - Nonqualified,Joint fundraising committee,MCKEON-CALIFORNIA VICTORY COMMITTEE,,CA,,
MCKESSON CORPORATION,[],C00108035,PAC - Qualified,Lobbyist/Registrant PAC,MCKESSON CORPORATION EMPLOYEES POLITICAL FUND,Corporation,DC,tw_labor,Labor Unions
NONE,['H0WV01072'],C00473132,House,Principal campaign committee,MCKINLEY FOR CONGRESS,,WV,,
NONE,[],C00484626,PAC - Nonqualified,Unauthorized,MCKINNEY TEA PARTY INC,,TX,,
,['H0MN01086'],C00479469,House,Principal campaign committee,MCKINZIE FOR CONGRESS,,MN,,
"MCLANE COMPANY, INC",[],C00215558,PAC - Qualified,Lobbyist/Registrant PAC,"MCLANE COMPANY, INC. FEDERAL POLITICAL ACTION COMMITTEE",Corporation,TX,tw_agriculture,Agricultural Businesses
NONE,[],C00407411,PAC - Nonqualified,Unauthorized,MCLENNAN COUNTY REPUBLICAN WOMEN'S CLUB,,TX,,
,['H8IL19108'],C00439224,House,Principal campaign committee,MCMENAMIN FOR CONGRESS,,IL,,
MCMORAN EXPLORATION CO. CITIZENSHIP COMMITTEE,[],C00356089,PAC - Qualified,Unauthorized,MCMORAN EXPLORATION CO. CITIZENSHIP COMMITTEE,Corporation,LA,,
,"['H4WA05077', 'H6OR02116']",C00498477,House,Joint fundraising committee,MCMORRIS RODGERS WALDEN VICTORY COMMITTEE,,VA,,
,[],C90005661,Independent expenditure filer (not a committee),Unauthorized,"MCNEALY, SCOTT G",,CA,,
MCNERNEY VICTORY FUND,['H4CA11081'],C00398644,House,Principal campaign committee,MCNERNEY FOR CONGRESS,,CA,,
NONE,['H4CA11081'],C00507186,PAC - Nonqualified,Joint fundraising committee,MCNERNEY VICTORY FUND,,CA,,
DEM ST CENT'L CMTE CA - FED,['H4CA11081'],C00486985,PAC - Nonqualified,Joint fundraising committee,MCNERNEY VICTORY FUND 2010,,CA,,
NONE,['H0VA05061'],C00466730,House,Principal campaign committee,MCPADDEN FOR CONGRESS,,VA,,
,['H0KS03145'],C00475574,House,Principal campaign committee,MCPHERSON FOR CONGRESS INC ,,KS,,
NONE,['H2AZ08102'],C00512236,House,Principal campaign committee,MCSALLY FOR CONGRESS,,AZ,,
NONE,[],C00440842,PAC - Nonqualified,Unauthorized,MDAN FEDERAL PAC,,DC,,
NONE,[],C00486605,PAC - Nonqualified,Unauthorized,MD IT FEDERAL PAC,,MD,,
"MDU RESOURCES GROUP, INC.",[],C00163253,PAC - Qualified,Unauthorized,MDU RESOURCES GROUP GOOD GOVERNMENT FUND,Corporation,ND,,
,['H0OH13102'],C00466409,House,Principal campaign committee,MEADE FOR CONGRESS,,OH,,
WESTROCK COMPANY,[],C00065987,PAC - Qualified,Lobbyist/Registrant PAC,MEADWESTVACO CORP. POLITICAL ACTION COMMITTEE,Corporation,DC,,
MECHANICAL CONTRACTORS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (MCAA-PAC),[],C00343590,PAC - Qualified,Unauthorized,MECHANICAL CONTRACTORS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (MCA-PAC),Trade Association,MD,,
MECHANICAL CONTRACTORS ASSOCIATION OF NEW YORK,[],C00483941,PAC - Nonqualified,Unauthorized,MECHANICAL CONTRACTORS ASSOCIATION OF NEW YORK POLITICAL ACTION COMMITTEE,Trade Association,NY,,
MECHANICAL EQUIPMENT COMPANY INC,[],C00393884,PAC - Nonqualified,Unauthorized,MECHANICAL EQUIPMENT COMPANY INC POLITICAL ACTION COMMITTEE,Corporation,LA,,
,[],C00408971,PAC - Nonqualified,Unauthorized,MECHANICAL TECHNOLOGY INC POLITICAL ACTION COMMITTEE,Corporation,NY,,
,[],C00458380,PAC - Nonqualified,Unauthorized,"MEDASSETS, INC. POLITICAL ACTION COMMITTEE",Corporation,GA,,
MEDCATH INCORPORATED,[],C00380204,PAC - Qualified,Unauthorized,MEDCATH INCORPORATED COMMITTEE FOR THE IMPROVEMENT OF CARDIAC CARE,Corporation,NC,,
EXPRESS SCRIPTS INC. POLITICAL FUND (A/K/A EXPRESS SCRIPTS PAC),[],C00384362,PAC - Qualified,Lobbyist/Registrant PAC,"MEDCO HEALTH SOLUTIONS, INC. AND EXPRESS SCRIPTS, INC. POLITICAL ACTION COMMITTEE (AKA MEDCO-EXPRESS SCRIPTS PAC)",Corporation,CA,,
MEDIACOM COMMUNICATIONS CORP.,[],C00477737,PAC - Qualified,Unauthorized,MEDIACOM COMMUNICATIONS CORPORATION POLITICAL ACTION COMMITTEE,Corporation,NY,,
NONE,[],C00526525,PAC - Nonqualified,Unauthorized,MEDIA FUND SUPER PAC,,OH,,
MEDIA FUND SUPER PAC (C00526525),[],C00528471,Super PAC (Independent Expenditure-Only),Joint fundraising committee,MEDIA FUND SUPER PAC,,OH,,
MEDICAID HEALTH PLANS OF AMERICA,[],C00475426,PAC - Nonqualified,Lobbyist/Registrant PAC,MEDICAID HEALTH PLANS OF AMERICA POLITICAL ACTION COMMITTEE,Trade Association,DC,,
MEDICAL DEVICE MANUFACTURERS ASSOCIATION,[],C00484162,PAC - Qualified,Unauthorized,MEDICAL DEVICE MANUFACTURERS ASSOCIATION PAC,Trade Association,DC,,
MEDICAL PROFESSIONAL LIABILITY ASSOCIATION,[],C00319319,PAC - Qualified,Lobbyist/Registrant PAC,MEDICAL PROFESSIONAL LIABILITY ASSOCIATION POLITICAL ACTION COMMITTEE (MPL PAC),Trade Association,MD,,
,[],C00534529,Super PAC (Independent Expenditure-Only),Unauthorized,MEDICINAL CANNABIS SUPERPAC,,CA,,
,[],C00456251,PAC - Nonqualified,Unauthorized,MEDICINES COMPANY POLITICAL ACTION COMMITTEE; THE,Corporation,NJ,,
"MEDIMMUNE BIOLOGICS, INC.",[],C00399725,PAC - Qualified,Lobbyist/Registrant PAC,MEDIMMUNE INC EMPLOYEE POLITICAL AWARENESS COMMITTEE (MEDIMMUNE PAC),Corporation,MD,,
MEDTRONIC INC.,[],C00311878,PAC - Qualified,Lobbyist/Registrant PAC,MEDTRONIC INC. PAC,Corporation,DC,,
,['H2CT04043'],C00503714,House,Principal campaign committee,MEEK FOR CONGRESS,,CT,,
FRIENDS FOR GREGORY MEEKS,['H8NY06048'],C00329375,House,Authorized by a candidate,MEEKS FOR CONGRESS,,NY,,
,['H0IL11060'],C00460535,House,Principal campaign committee,MEERS FOR CONGRESS,,IL,,
,['H0AZ01283'],C00474940,House,Principal campaign committee,MEHTA FOR CONGRESS,,CA,,
,[],C90013996,Independent expenditure filer (not a committee),Unauthorized,MELALEUCA INC.,,ID,,
NONE,['H2FL27022'],C00510982,House,Principal campaign committee,MELENDEZ FOR CONGRESS,,FL,,
,['H0MI06137'],C00487603,House,Principal campaign committee,MELETHECOMMONMAN.ORG,,MI,,
NONE,['H2IL08088'],C00369710,House,Principal campaign committee,MELISSA BEAN FOR CONGRESS,,IL,,
NONE,['H8PA13075'],C00331132,House,Authorized by a candidate,MELISSA BROWN FOR CONGRESS,,PA,,
,['H2NC12021'],C00260604,House,Principal campaign committee,MEL WATT FOR CONGRESS COMMITTEE,,NC,,
,['H8IL01098'],C00452474,House,Principal campaign committee,MEMBERS CAMPAIGN FUND,,IL,,
,[],C00463588,PAC - Nonqualified,Unauthorized,MEMPHIS TEA PARTY PAC,,TN,,
,[],C00501247,Super PAC (Independent Expenditure-Only),Unauthorized,MEN AGAINST PROSTITUTION AND TRAFFICKING,,CT,,
